corner_id,corner,temp_c,vin_v,vout_0ma,vout_25ma,vout_50ma,ivin_0ma_ua,iload_25ma,iload_50ma,isns_mv_50ma,vth_mv_50ma,sense_margin_pct,ilim_1764_ma,ilim_1500_ma,ilim_0900_ma,ilim_0300_ma,ilim_0000_ma,pshort_mw,flat_0_vs_1500_pct
tt_-40c_2.97v,tt,-40,2.97,1.79947,1.79947,1.79947,10.8466,24.9927,49.9853,68.7786,100.836,31.7915,73.9134,73.9325,74.1351,74.4029,74.5806,221.505,0.876637
tt_-40c_3.30v,tt,-40,3.30,1.79945,1.79944,1.79944,13.2326,24.9923,49.9845,68.8688,101.224,31.9638,73.9427,74.0252,74.2701,74.5949,74.9244,247.25,1.21468
tt_-40c_3.63v,tt,-40,3.63,1.79937,1.79937,1.79937,16.7511,24.9913,49.9826,68.918,101.566,32.1444,74.0445,74.149,74.421,74.9663,75.7578,275.001,2.16974
tt_27c_2.97v,tt,27,2.97,1.79938,1.79938,1.79938,12.1975,24.9914,49.9827,67.9175,100.875,32.6716,74.9422,74.9223,75.0583,75.2701,75.4174,223.99,0.660751
tt_27c_3.30v,tt,27,3.30,1.79935,1.79934,1.79934,15.3658,24.9909,49.9817,68.0068,101.227,32.8174,74.924,74.976,75.1621,75.4283,75.7155,249.861,0.986329
tt_27c_3.63v,tt,27,3.63,1.79925,1.79925,1.79925,19.0662,24.9896,49.9792,68.0549,101.535,32.9741,74.9881,75.0661,75.2824,75.7522,76.4745,277.602,1.87617
tt_125c_2.97v,tt,125,2.97,1.7992,1.7992,1.7992,14.6558,24.9889,49.9777,67.4167,100.934,33.207,75.626,75.5558,75.6132,75.7598,75.8713,225.338,0.417466
tt_125c_3.30v,tt,125,3.30,1.79915,1.79914,1.79914,18.2486,24.9881,49.9762,67.5054,101.251,33.3288,75.548,75.564,75.6817,75.88,76.1161,251.183,0.730573
tt_125c_3.63v,tt,125,3.63,1.79895,1.79895,1.79895,22.1284,24.9854,49.9707,67.5494,101.528,33.4668,75.5682,75.6153,75.7675,76.1478,76.7803,278.712,1.54064
ff_-40c_2.97v,ff,-40,2.97,1.79945,1.79945,1.79945,14.4833,24.9924,49.9847,55.7355,101.007,44.8203,91.4531,91.4629,91.6867,91.9924,92.2005,273.836,0.80648
ff_-40c_3.30v,ff,-40,3.30,1.79942,1.79942,1.79942,18.374,24.9919,49.9838,55.7929,101.382,44.9676,91.4731,91.5632,91.8404,92.2188,92.6188,305.642,1.15283
ff_-40c_3.63v,ff,-40,3.63,1.79934,1.79933,1.79933,22.6051,24.9907,49.9815,55.8238,101.71,45.1149,91.5845,91.7024,92.014,92.6714,93.6521,339.957,2.12611
ff_27c_2.97v,ff,27,2.97,1.79934,1.79934,1.79934,16.7883,24.9909,49.9817,54.984,101.033,45.5781,92.8025,92.7594,92.9022,93.1415,93.3124,277.138,0.596155
ff_27c_3.30v,ff,27,3.30,1.7993,1.7993,1.7993,20.9199,24.9903,49.9806,55.0408,101.375,45.7057,92.7592,92.812,93.0195,93.3273,93.6734,309.122,0.928167
ff_27c_3.63v,ff,27,3.63,1.79918,1.79918,1.79918,25.3034,24.9886,49.9771,55.0703,101.673,45.8357,92.8248,92.9113,93.1572,93.7201,94.609,343.431,1.82724
ff_125c_2.97v,ff,125,2.97,1.79902,1.79901,1.79901,19.6038,24.9863,49.9725,54.4972,101.082,46.0862,93.8256,93.6965,93.7237,93.8758,93.9991,279.177,0.322904
ff_125c_3.30v,ff,125,3.30,1.7984,1.7984,1.79839,23.784,24.9777,49.9554,54.5367,101.393,46.2128,93.6817,93.6805,93.7944,94.0127,94.2907,311.159,0.651288
ff_125c_3.63v,ff,125,3.63,1.79359,1.79357,1.79357,28.0603,24.9108,49.8215,54.4243,101.665,46.4672,93.6825,93.7265,93.8875,94.3321,95.1005,345.215,1.46602
ss_-40c_2.97v,ss,-40,2.97,1.79948,1.79948,1.79948,8.90242,24.9928,49.9856,81.7914,100.672,18.7543,62.0097,62.0222,62.2005,62.4375,62.5924,185.899,0.919365
ss_-40c_3.30v,ss,-40,3.30,1.79946,1.79946,1.79946,10.1725,24.9925,49.9849,81.9269,101.073,18.9425,62.0305,62.103,62.3198,62.6037,62.8829,207.514,1.25583
ss_-40c_3.63v,ss,-40,3.63,1.7994,1.7994,1.7994,12.4452,24.9916,49.9832,82.0006,101.427,19.1531,62.1199,62.2124,62.4525,62.9171,63.5772,230.785,2.19381
ss_27c_2.97v,ss,27,2.97,1.79939,1.79939,1.79939,9.75153,24.9915,49.983,80.8159,100.726,19.7663,62.849,62.8298,62.95,63.1379,63.2669,187.903,0.695593
ss_27c_3.30v,ss,27,3.30,1.79936,1.79936,1.79936,11.5076,24.9911,49.9822,80.9523,101.089,19.9199,62.8306,62.8765,63.0415,63.2748,63.5194,209.614,1.02243
ss_27c_3.63v,ss,27,3.63,1.79928,1.79928,1.79928,14.4614,24.99,49.98,81.0255,101.408,20.0997,62.8869,62.9561,63.1472,63.549,64.1539,232.879,1.90258
ss_125c_2.97v,ss,125,2.97,1.79924,1.79923,1.79923,11.1262,24.9893,49.9786,80.2913,100.798,20.3447,63.3753,63.3186,63.3735,63.5065,63.6058,188.909,0.453642
ss_125c_3.30v,ss,125,3.30,1.7992,1.79919,1.79919,13.8725,24.9888,49.9776,80.4303,101.126,20.4651,63.3113,63.3274,63.4345,63.6109,63.8141,210.587,0.768704
ss_125c_3.63v,ss,125,3.63,1.79908,1.79908,1.79908,17.1757,24.9872,49.9744,80.5027,101.411,20.6175,63.3308,63.3739,63.5107,63.839,64.3727,233.673,1.57608
fs_-40c_2.97v,fs,-40,2.97,1.79946,1.79946,1.79946,11.0017,24.9925,49.985,68.7989,100.713,31.6883,73.8547,73.855,74.0427,74.3026,74.4749,221.19,0.839374
fs_-40c_3.30v,fs,-40,3.30,1.79944,1.79944,1.79944,12.6189,24.9922,49.9844,68.891,101.1,31.8582,73.8626,73.9376,74.1733,74.4889,74.8074,246.864,1.17636
fs_-40c_3.63v,fs,-40,3.63,1.7994,1.7994,1.79939,15.5716,24.9916,49.9832,68.9419,101.44,32.0367,73.9557,74.0557,74.3199,74.8477,75.6148,274.482,2.10532
fs_27c_2.97v,fs,27,2.97,1.79937,1.79937,1.79937,12.0807,24.9913,49.9825,67.9344,100.758,32.5768,74.905,74.8649,74.9841,75.1878,75.3302,223.731,0.621479
fs_27c_3.30v,fs,27,3.30,1.79935,1.79935,1.79935,14.432,24.9909,49.9819,68.0263,101.109,32.7202,74.8636,74.9071,75.083,75.3405,75.618,249.539,0.949083
fs_27c_3.63v,fs,27,3.63,1.79929,1.79929,1.79929,17.876,24.9901,49.9803,68.0765,101.417,32.8745,74.9178,74.9907,75.199,75.653,76.3527,277.16,1.81624
fs_125c_2.97v,fs,125,2.97,1.79921,1.79921,1.79921,13.9301,24.989,49.978,67.4309,100.821,33.1181,75.6743,75.5621,75.5844,75.7165,75.822,225.191,0.343969
fs_125c_3.30v,fs,125,3.30,1.79919,1.79918,1.79918,17.1955,24.9886,49.9772,67.5232,101.138,33.2365,75.5478,75.5459,75.6432,75.829,76.0554,250.983,0.674464
fs_125c_3.63v,fs,125,3.63,1.79911,1.7991,1.7991,20.9223,24.9875,49.975,67.5726,101.413,33.3692,75.5469,75.5837,75.7215,76.0845,76.6958,278.406,1.47143
sf_-40c_2.97v,sf,-40,2.97,1.79948,1.79948,1.79948,11.0323,24.9928,49.9855,68.7545,100.968,31.9047,73.9913,74.0236,74.2389,74.5145,74.6984,221.854,0.911614
sf_-40c_3.30v,sf,-40,3.30,1.79944,1.79944,1.79944,14.3034,24.9922,49.9844,68.8435,101.358,32.0791,74.0359,74.1247,74.3782,74.7131,75.0551,247.682,1.25517
sf_-40c_3.63v,sf,-40,3.63,1.79933,1.79933,1.79933,18.0223,24.9907,49.9813,68.891,101.703,32.2626,74.145,74.2536,74.5335,75.0987,75.9183,275.583,2.24184
sf_27c_2.97v,sf,27,2.97,1.79938,1.79938,1.79938,12.9269,24.9914,49.9827,67.8955,101.002,32.7781,75.0029,74.9967,75.1461,75.3655,75.5178,224.288,0.694951
sf_27c_3.30v,sf,27,3.30,1.79933,1.79932,1.79932,16.4889,24.9906,49.9812,67.9837,101.356,32.9261,75.0007,75.0595,75.2545,75.5296,75.8277,250.232,1.02355
sf_27c_3.63v,sf,27,3.63,1.79918,1.79917,1.79917,20.3322,24.9885,49.977,68.0295,101.667,33.086,75.0728,75.1552,75.3791,75.8666,76.6145,278.111,1.94172
sf_125c_2.97v,sf,125,2.97,1.79914,1.79914,1.79913,15.6113,24.988,49.976,67.3945,101.061,33.3128,75.6506,75.5996,75.6744,75.8294,75.9448,225.556,0.456563
sf_125c_3.30v,sf,125,3.30,1.7989,1.79889,1.79889,19.3839,24.9846,49.9692,67.4758,101.38,33.4429,75.5953,75.62,75.7492,75.956,76.2011,251.464,0.768381
sf_125c_3.63v,sf,125,3.63,1.79723,1.79722,1.79721,23.3732,24.9613,49.9226,67.4647,101.66,33.6369,75.6262,75.6792,75.8403,76.2364,76.8916,279.116,1.60205
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79944,1.79943,1.79943,13.0797,24.9921,49.9843,55.7555,100.828,44.7025,91.3443,91.3288,91.5308,91.8249,92.0239,273.311,0.761118
res_ff_-40c_3.30v,res_ff,-40,3.30,1.7994,1.7994,1.7994,15.8294,24.9917,49.9834,55.8137,101.2,44.8481,91.3345,91.4138,91.6769,92.0383,92.4141,304.967,1.09429
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79933,1.79933,1.79933,19.7547,24.9906,49.9813,55.8451,101.525,44.994,91.4327,91.5439,91.8428,92.4611,93.3832,338.981,2.00917
res_ff_27c_2.97v,res_ff,27,2.97,1.79934,1.79934,1.79934,14.6497,24.9908,49.9815,55.002,100.858,45.4661,92.7173,92.6475,92.7684,92.9982,93.1623,276.692,0.555568
res_ff_27c_3.30v,res_ff,27,3.30,1.7993,1.7993,1.7993,18.2279,24.9902,49.9805,55.0596,101.198,45.5924,92.6425,92.6842,92.8785,93.1727,93.4985,308.545,0.878608
res_ff_27c_3.63v,res_ff,27,3.63,1.7992,1.7992,1.7992,22.3742,24.9888,49.9777,55.09,101.494,45.7208,92.6945,92.7745,93.0094,93.5392,94.3752,342.582,1.72541
res_ff_125c_2.97v,res_ff,125,2.97,1.79915,1.79914,1.79914,17.3693,24.9881,49.9762,54.5177,100.906,45.9716,93.7162,93.5692,93.5926,93.7461,93.8684,278.789,0.31971
res_ff_125c_3.30v,res_ff,125,3.30,1.79909,1.79909,1.79909,21.4252,24.9873,49.9746,54.5745,101.214,46.0803,93.5517,93.5483,93.6613,93.8764,94.141,310.665,0.633619
res_ff_125c_3.63v,res_ff,125,3.63,1.79889,1.79889,1.79889,25.7917,24.9845,49.9691,54.6017,101.481,46.1952,93.5491,93.5922,93.7523,94.1758,94.9005,344.489,1.39788
res_ss_-40c_2.97v,res_ss,-40,2.97,1.7995,1.7995,1.7995,9.37483,24.9931,49.9861,81.7591,100.846,18.9271,62.0798,62.1146,62.3102,62.5556,62.7165,186.268,0.968984
res_ss_-40c_3.30v,res_ss,-40,3.30,1.79948,1.79947,1.79947,11.5304,24.9927,49.9854,81.8883,101.248,19.1208,62.1266,62.2078,62.435,62.7301,63.0238,207.979,1.31185
res_ss_-40c_3.63v,res_ss,-40,3.63,1.79941,1.79941,1.79941,14.7865,24.9918,49.9835,81.9594,101.604,19.3344,62.2265,62.324,62.5732,63.0614,63.7555,231.433,2.29682
