corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
tt_-40c_2.97v,tt,-40,2.97,1.79955,49.9876,49998.5,1.28263,12.1634,3.83908e-05,2.97,2.97,0.000101315,2.39823e-06,2.94888e-06,6.38031e-10,0.000103713,4.27407e-05,0.00411076,1.79955,1.81327,1.79955,60.8294,2.97,49.9985,1.44533e-08,1.11276e-08,1.68799e-06,2.96997,4110.76
tt_-40c_3.30v,tt,-40,3.30,1.79953,49.9869,49999.4,1.28264,13.7759,0.000121648,3.3,3.3,0.000202511,2.39823e-06,3.28503e-06,8.37794e-10,0.00020491,0.000135466,0.00418995,1.79953,1.81043,1.79953,58.8293,3.3,49.9995,2.06488e-09,4.60047e-09,1.72041e-06,3.3,4189.95
tt_-40c_3.63v,tt,-40,3.63,1.79947,49.9853,49999.4,1.28264,15.4249,0.000345766,3.63,3.63,0.000462352,2.39823e-06,3.63158e-06,1.30707e-09,0.00046475,0.000385266,0.00424465,1.79947,1.80867,1.79947,57.2931,3.63,49.9994,1.39293e-08,1.36539e-08,1.74545e-06,3.63,4244.65
tt_27c_2.97v,tt,27,2.97,1.79948,49.9855,49997.4,1.44692,13.337,4.94242e-05,2.97,2.97,0.000116143,2.68513e-06,3.00806e-06,8.11673e-10,0.000118828,5.5021e-05,0.00368318,1.79948,1.81366,1.79948,60.9921,2.97,49.999,8.69853e-07,6.39395e-10,1.71989e-06,2.97001,3683.18
tt_27c_3.30v,tt,27,3.30,1.79945,49.9847,49998.3,1.44692,15.0798,0.000134458,3.3,3.3,0.000220193,2.68513e-06,3.344e-06,1.05554e-09,0.000222879,0.000149729,0.0037547,1.79945,1.81079,1.79945,58.6164,3.3,49.9984,1.60312e-08,1.09743e-08,1.69398e-06,3.29998,3754.7
tt_27c_3.63v,tt,27,3.63,1.79937,49.9826,49998.1,1.44693,16.8614,0.00036085,3.63,3.63,0.000481284,2.68513e-06,3.687e-06,1.63134e-09,0.000483969,0.000402076,0.00380726,1.79937,1.80872,1.79937,57.31,3.63,49.9981,8.69057e-09,1.27632e-08,1.71961e-06,3.63001,3807.26
tt_125c_2.97v,tt,125,2.97,1.79934,49.9817,49994.8,1.65667,14.8395,0.0126427,2.97,2.97,0.014365,0.000192534,1.66126e-05,4.67486e-09,0.0145576,0.0141316,0.00329172,1.80318,1.81222,1.7943,59.3206,2.96992,53.6025,0.00887425,5.05975e-07,2.21101e-06,2.97001,3291.72
tt_125c_3.30v,tt,125,3.30,1.7993,49.9807,49995.7,1.65669,16.7311,0.014144,3.3,3.3,0.0160465,0.000192534,1.73936e-05,4.80316e-09,0.016239,0.0158237,0.00335399,1.7993,1.80837,1.79929,56.6892,3.29997,50.0067,1.07475e-05,5.76396e-07,2.2537e-06,3.29997,3353.99
tt_125c_3.63v,tt,125,3.63,1.7992,49.9778,49994.8,1.6567,18.6639,0.0160272,3.63,3.63,0.0181589,0.000192534,1.84084e-05,5.41433e-09,0.0183514,0.0179582,0.00340259,1.7992,1.80632,1.7992,55.2271,3.62997,49.9948,2.48903e-08,6.52447e-07,2.38959e-06,3.62997,3402.59
ff_-40c_2.97v,ff,-40,2.97,1.79953,49.987,50000.9,1.71012,15.6219,6.38074e-05,2.97,2.97,0.000130715,2.40231e-06,2.97564e-06,6.39927e-10,0.000133117,7.10396e-05,0.00282523,1.82941,1.8465,1.761,105.736,2.96935,94.8963,0.0721562,3.28586e-09,1.74005e-06,2.97,2825.23
ff_-40c_3.30v,ff,-40,3.30,1.7995,49.9862,50002.2,1.71012,17.7068,0.000207375,3.3,3.3,0.000300256,2.40231e-06,3.30527e-06,9.42718e-10,0.000302658,0.000230992,0.00286575,1.80018,1.8122,1.79825,65.3095,3.29997,51.4479,0.00178325,5.86995e-09,1.70948e-06,3.30001,2865.75
ff_-40c_3.63v,ff,-40,3.63,1.79943,49.9843,50002.4,1.71013,19.8371,0.000575694,3.63,3.63,0.000725293,2.40231e-06,3.66457e-06,1.64953e-09,0.000727696,0.000641862,0.00289576,1.79943,1.80896,1.79943,61.8661,3.63,50.0027,1.23589e-07,2.14631e-08,1.74923e-06,3.63001,2895.76
ff_27c_2.97v,ff,27,2.97,1.79945,49.9847,49999.9,1.92915,17.1739,0.000323349,2.97,2.97,0.000426887,7.36693e-06,3.4345e-06,8.29405e-10,0.000434254,0.000360054,0.00253462,1.84659,1.88125,1.71873,138.925,2.3064,138.103,0.161759,1.50046e-08,1.69019e-06,2.96999,2534.62
ff_27c_3.30v,ff,27,3.30,1.79941,49.9837,50001.2,1.92916,19.4281,0.000508403,3.3,3.3,0.000643651,7.36693e-06,3.78969e-06,1.199e-09,0.000651017,0.000566381,0.00257383,1.85451,1.86317,1.73872,124.271,2.69844,121.054,0.115228,1.34543e-08,1.75619e-06,3.30003,2573.83
ff_27c_3.63v,ff,27,3.63,1.79933,49.9813,50001.1,1.92917,21.7309,0.0009274,3.63,3.63,0.00112326,7.36693e-06,4.18567e-06,2.06212e-09,0.00113062,0.00103418,0.00260436,1.79033,1.82263,1.77663,76.9374,3.6296,76.5895,0.0454203,3.13063e-08,1.74969e-06,3.63002,2604.36
ff_125c_2.97v,ff,125,2.97,1.79927,49.9796,49996.6,2.2088,19.1586,0.1439,2.97,2.97,0.162159,0.00169934,0.000119331,3.13924e-08,0.163858,0.168321,0.00228891,1.72732,1.88056,1.71707,121.075,2.43035,120.651,0.161738,6.06605e-06,7.7313e-06,2.96997,2288.91
ff_125c_3.30v,ff,125,3.30,1.79922,49.9783,49997.7,2.20882,21.606,0.160446,3.3,3.3,0.180621,0.00169934,0.000123534,3.06867e-08,0.18232,0.189141,0.00232492,1.83546,1.86665,1.73237,117.382,2.75177,116.45,0.134177,6.81046e-06,8.4471e-06,3.29999,2324.92
ff_125c_3.63v,ff,125,3.63,1.7991,49.9749,49996.8,2.20884,24.106,0.17962,3.63,3.63,0.202026,0.00169934,0.000130362,3.1117e-08,0.203726,0.214294,0.00235452,1.79527,1.85798,1.7399,113.805,3.09107,112.925,0.117164,7.71279e-06,9.39753e-06,3.63001,2354.52
ss_-40c_2.97v,ss,-40,2.97,1.79956,49.9879,49996.8,1.02613,9.93798,2.49874e-05,2.97,2.97,8.4623e-05,2.39811e-06,2.95083e-06,6.60744e-10,8.70212e-05,2.78138e-05,0.00550144,1.79956,1.81536,1.79956,57.6537,2.97,49.9969,4.19671e-09,2.14982e-09,1.73803e-06,2.97,5501.44
ss_-40c_3.30v,ss,-40,3.30,1.79954,49.9873,49997.5,1.02613,11.2442,7.35882e-05,3.3,3.3,0.000146686,2.39811e-06,3.31002e-06,7.95927e-10,0.000149085,8.19319e-05,0.00567244,1.79954,1.81086,1.79954,56.2545,3.3,49.9975,6.99465e-09,1.04993e-08,1.69373e-06,3.29997,5672.44
ss_-40c_3.63v,ss,-40,3.63,1.79949,49.9859,49997.5,1.02613,12.5849,0.000210324,3.63,3.63,0.000306924,2.39811e-06,3.61199e-06,1.11225e-09,0.000309322,0.000234263,0.00576412,1.79949,1.80861,1.79949,55.2058,3.63,49.9975,5.03423e-09,1.08297e-08,1.70993e-06,3.62999,5764.12
ss_27c_2.97v,ss,27,2.97,1.79949,49.9858,49995.6,1.15756,10.869,2.60025e-05,2.97,2.97,8.83291e-05,2.42161e-06,2.97609e-06,8.46153e-10,9.07507e-05,2.89458e-05,0.00493909,1.79949,1.81418,1.79949,57.4335,2.97,49.9956,1.63505e-08,1.44802e-08,1.76038e-06,2.96994,4939.09
ss_27c_3.30v,ss,27,3.30,1.79947,49.9852,49996.3,1.15756,12.2817,7.4863e-05,3.3,3.3,0.000151234,2.42161e-06,3.33768e-06,1.01012e-09,0.000153656,8.33505e-05,0.00507483,1.79947,1.81115,1.79947,56.3087,3.3,49.9963,6.95591e-09,1.53408e-10,1.72003e-06,3.30001,5074.83
ss_27c_3.63v,ss,27,3.63,1.7994,49.9834,49995.9,1.15757,13.7297,0.000211998,3.63,3.63,0.000310672,2.42161e-06,3.64183e-06,1.39909e-09,0.000313094,0.000236127,0.00516088,1.7994,1.80905,1.7994,55.3346,3.63,49.996,6.61993e-09,4.05086e-09,1.7155e-06,3.63002,5160.88
ss_125c_2.97v,ss,125,2.97,1.79936,49.9823,49993.1,1.32537,12.0636,0.00119984,2.97,2.97,0.00144398,2.71009e-05,5.18835e-06,2.01484e-09,0.00147108,0.00133612,0.00441057,1.79936,1.81147,1.79936,55.8708,2.96999,49.9932,5.55549e-08,4.03442e-08,1.75759e-06,2.97004,4410.57
ss_125c_3.30v,ss,125,3.30,1.79933,49.9815,49993.8,1.32538,13.5976,0.00137062,3.3,3.3,0.00164278,2.71009e-05,5.57236e-06,2.15889e-09,0.00166988,0.00152663,0.00451829,1.79933,1.80945,1.79933,55.1598,3.29999,49.9938,1.92568e-08,7.41034e-08,1.73591e-06,3.2999,4518.29
ss_125c_3.63v,ss,125,3.63,1.79925,49.979,49992.9,1.32539,15.168,0.00164907,3.63,3.63,0.00196327,2.71009e-05,5.97002e-06,2.60586e-09,0.00199037,0.00183762,0.00459601,1.79925,1.80766,1.79925,54.2888,3.62999,49.9929,2.71541e-08,6.56972e-08,1.76846e-06,3.63,4596.01
fs_-40c_2.97v,fs,-40,2.97,1.79954,49.9873,49998.3,1.28264,12.296,3.06162e-05,2.97,2.97,9.17892e-05,2.39977e-06,2.94743e-06,5.89296e-10,9.4189e-05,3.40819e-05,0.00403906,1.79954,1.81575,1.79954,62.1549,2.97,49.9984,7.44399e-09,-2.91607e-09,1.72721e-06,2.97002,4039.06
fs_-40c_3.30v,fs,-40,3.30,1.79953,49.9868,49999.4,1.28264,13.8951,9.41598e-05,3.3,3.3,0.000169533,2.39977e-06,3.30834e-06,7.45789e-10,0.000171932,0.000104845,0.00414669,1.79953,1.8115,1.79953,59.3132,3.3,49.9995,9.74879e-09,6.08477e-09,1.70928e-06,3.29999,4146.69
fs_-40c_3.63v,fs,-40,3.63,1.79949,49.9858,50000,1.28264,15.5337,0.000269133,3.63,3.63,0.000374495,2.39977e-06,3.67071e-06,1.10807e-09,0.000376894,0.000299814,0.00420985,1.79949,1.80924,1.79949,58.0599,3.63,50.0001,1.79669e-09,1.17157e-08,1.70967e-06,3.63,4209.85
fs_27c_2.97v,fs,27,2.97,1.79947,49.9853,49997.3,1.44692,13.4684,3.3193e-05,2.97,2.97,0.000100256,4.77389e-06,3.24516e-06,7.45214e-10,0.00010503,3.69506e-05,0.00361923,1.79947,1.81575,1.79947,62.4359,2.97,49.9976,1.07917e-07,-4.69264e-09,1.72124e-06,2.97003,3619.23
fs_27c_3.30v,fs,27,3.30,1.79945,49.9847,49998.5,1.44693,15.1975,9.70798e-05,3.3,3.3,0.000178933,4.77389e-06,3.58222e-06,9.3447e-10,0.000183707,0.000108096,0.00371009,1.79945,1.81237,1.79945,59.8538,3.3,49.9985,1.63297e-08,9.42056e-09,1.74818e-06,3.29998,3710.09
fs_27c_3.63v,fs,27,3.63,1.7994,49.9835,49999,1.44693,16.9677,0.000272562,3.63,3.63,0.000384615,4.77389e-06,3.94411e-06,1.37613e-09,0.000389389,0.000303632,0.00377136,1.79941,1.80995,1.79941,58.2269,3.63,49.999,1.67198e-08,2.76224e-08,1.68617e-06,3.62994,3771.36
fs_125c_2.97v,fs,125,2.97,1.79934,49.9818,49995.1,1.65669,14.9655,0.00250123,2.97,2.97,0.00379884,0.000957194,6.89372e-05,1.96156e-09,0.00475604,0.00278616,0.00325034,1.79953,1.81455,1.79834,60.9219,2.96987,50.7121,0.00130752,9.64903e-08,1.81812e-06,2.97002,3250.34
fs_125c_3.30v,fs,125,3.30,1.79932,49.9811,49996.3,1.6567,16.8433,0.00278443,3.3,3.3,0.0041405,0.000957194,7.14709e-05,2.14523e-09,0.00509769,0.00310259,0.00332564,1.79932,1.81093,1.79932,58.4704,3.29988,50,2.99333e-06,1.21533e-07,1.80335e-06,3.29995,3325.64
fs_125c_3.63v,fs,125,3.63,1.79926,49.9795,49996.6,1.65671,18.7638,0.00321825,3.63,3.63,0.00466006,0.000957194,7.54824e-05,2.66115e-09,0.00561726,0.00358827,0.00338276,1.79926,1.80866,1.79926,56.8589,3.62987,49.9966,1.15437e-08,1.31589e-07,1.86444e-06,3.62999,3382.76
sf_-40c_2.97v,sf,-40,2.97,1.79956,49.9878,49998.5,1.28263,12.0374,4.91139e-05,2.97,2.97,0.00011263,2.39812e-06,2.94604e-06,6.97859e-10,0.000115028,5.46799e-05,0.00416551,1.79956,1.8116,1.79956,59.8423,2.97,49.9986,1.91901e-08,-3.43155e-09,1.7103e-06,2.97002,4165.51
sf_-40c_3.30v,sf,-40,3.30,1.79953,49.9868,49999.2,1.28263,13.6614,0.000158388,3.3,3.3,0.000244401,2.39812e-06,3.29582e-06,9.5759e-10,0.000246799,0.0001764,0.00422797,1.79952,1.80932,1.79952,58.0577,3.3,49.9992,5.37946e-09,6.51516e-09,1.72711e-06,3.3,4227.97
sf_-40c_3.63v,sf,-40,3.63,1.79943,49.9843,49998.3,1.28264,15.3216,0.000445661,3.63,3.63,0.000575789,2.39812e-06,3.63544e-06,1.57047e-09,0.000578187,0.00049671,0.00427304,1.79944,1.80753,1.79944,56.7662,3.63,49.9984,3.52776e-09,2.04889e-08,1.71518e-06,3.62999,4273.04
sf_27c_2.97v,sf,27,2.97,1.79948,49.9855,49997.3,1.44691,13.2125,0.000167494,2.97,2.97,0.000248966,2.43549e-06,2.96554e-06,9.03007e-10,0.000251401,0.000186484,0.00373693,1.79948,1.81164,1.79947,59.7208,2.97,50.0054,5.97823e-06,1.97749e-09,1.73182e-06,2.97002,3736.93
sf_27c_3.30v,sf,27,3.30,1.79943,49.9843,49997.8,1.44692,14.9675,0.000295669,3.3,3.3,0.000398355,2.43549e-06,3.31665e-06,1.22254e-09,0.00040079,0.000329309,0.00379547,1.79943,1.80938,1.79943,57.7838,3.3,49.9979,2.64209e-08,1.79316e-08,1.75441e-06,3.29998,3795.47
sf_27c_3.63v,sf,27,3.63,1.79932,49.981,49996.3,1.44692,16.7614,0.000606008,3.63,3.63,0.00075535,2.43549e-06,3.65721e-06,1.97889e-09,0.000757785,0.000675478,0.00384047,1.79932,1.80725,1.79932,56.3509,3.63,49.9964,6.33164e-09,3.1896e-08,1.76914e-06,3.62997,3840.47
sf_125c_2.97v,sf,125,2.97,1.79932,49.9811,49994.1,1.65666,14.7212,0.0792764,2.97,2.97,0.0885034,4.27613e-05,6.25591e-06,2.08549e-08,0.0885462,0.0906766,0.00334278,1.78092,1.81931,1.77943,64.5137,2.96979,64.5137,0.0392588,3.26236e-06,4.95846e-06,2.97001,3342.78
sf_125c_3.30v,sf,125,3.30,1.79926,49.9794,49994.4,1.65668,16.6255,0.0886122,3.3,3.3,0.0989066,4.27613e-05,6.66502e-06,2.02454e-08,0.0989493,0.101805,0.00339548,1.79925,1.80526,1.79922,54.4848,3.29999,50.0228,3.43258e-05,3.673e-06,5.40934e-06,3.29996,3395.48
sf_125c_3.63v,sf,125,3.63,1.79909,49.9747,49991.6,1.65669,18.5716,0.0995914,3.63,3.63,0.111143,4.27613e-05,7.14398e-06,2.05761e-08,0.111186,0.115212,0.00343897,1.79909,1.80345,1.79909,53.1962,3.62999,49.9916,2.03433e-08,4.14683e-06,5.87599e-06,3.63,3438.97
res_ff_-40c_2.97v,res_ff,-40,2.97,1.79952,49.9867,49999.8,1.71011,14.8665,3.83922e-05,2.97,2.97,0.000101315,2.39823e-06,2.94888e-06,6.38031e-10,0.000103713,4.27414e-05,0.00307659,1.79951,1.81717,1.79949,67.2595,2.97,50.0275,2.36333e-05,-9.19964e-10,1.72404e-06,2.97001,3076.59
res_ff_-40c_3.30v,res_ff,-40,3.30,1.79949,49.9859,50001.1,1.71012,16.9165,0.000121648,3.3,3.3,0.000202512,2.39823e-06,3.28503e-06,8.37795e-10,0.00020491,0.000135466,0.00313933,1.79949,1.8123,1.79949,63.0697,3.3,50.0012,5.43938e-10,1.17737e-08,1.75244e-06,3.29998,3139.33
res_ff_-40c_3.63v,res_ff,-40,3.63,1.79943,49.9841,50001.4,1.71012,19.0142,0.000345766,3.63,3.63,0.000462353,2.39823e-06,3.63159e-06,1.30708e-09,0.000464751,0.000385268,0.00318241,1.79943,1.81002,1.79943,60.6791,3.63,50.0015,2.64811e-09,9.29861e-09,1.74325e-06,3.63002,3182.41
res_ff_27c_2.97v,res_ff,27,2.97,1.79944,49.9845,49998.9,1.92913,16.349,4.94241e-05,2.97,2.97,0.000116143,2.68514e-06,3.00806e-06,8.11674e-10,0.000118828,5.50218e-05,0.00275571,1.83807,1.84528,1.75446,92.6497,2.96941,92.2726,0.0858841,2.58689e-09,1.72915e-06,2.97,2755.71
res_ff_27c_3.30v,res_ff,27,3.30,1.79941,49.9836,50000.2,1.92914,18.5657,0.000134457,3.3,3.3,0.000220195,2.68514e-06,3.344e-06,1.05554e-09,0.00022288,0.000149729,0.00281233,1.79924,1.81475,1.79844,64.8771,3.29998,50.9068,0.0013135,1.01317e-08,1.74878e-06,3.29998,2812.33
