corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
tt_-40c_2.97v,tt,-40,2.97,1.79955,49.9876,49998.2,0.943007,11.5003,3.83908e-05,2.97,2.97,7.85203e-05,1.19912e-06,2.94888e-06,6.38031e-10,7.97194e-05,4.27404e-05,3.74736e-05,1.79754,1.89446,1.78037,257.462,2.96965,67.3942,0.00705119,0.00234643,0.0283503,2.97,37.4736
tt_-40c_3.30v,tt,-40,3.30,1.79953,49.9869,49999,0.94301,13.0001,0.000121648,3.3,3.3,0.00017602,1.19912e-06,3.28504e-06,8.37794e-10,0.000177219,0.000135466,4.10743e-05,1.79961,1.86435,1.7946,244.19,3.2999,54.6425,0.000981283,0.00234083,0.0282831,3.3,41.0743
tt_-40c_3.63v,tt,-40,3.63,1.79947,49.9853,49998.9,0.943013,14.5337,0.000345766,3.63,3.63,0.000432519,1.19912e-06,3.6316e-06,1.30707e-09,0.000433718,0.000385266,4.27619e-05,1.79952,1.86006,1.79711,244.161,3.62994,52.3753,0.000267021,0.00233928,0.0282694,3.63,42.7619
tt_27c_2.97v,tt,27,2.97,1.79948,49.9855,49997,1.06379,12.558,4.94225e-05,2.97,2.97,9.19642e-05,1.34256e-06,3.00807e-06,8.11673e-10,9.33068e-05,5.5021e-05,3.92938e-05,1.80249,1.85381,1.77864,201.921,2.96969,67.2643,0.016789,0.00233304,0.0281785,2.97,39.2938
tt_27c_3.30v,tt,27,3.30,1.79945,49.9847,49997.8,1.06379,14.1741,0.000134457,3.3,3.3,0.000193352,1.34256e-06,3.344e-06,1.05554e-09,0.000194695,0.000149728,4.09263e-05,1.80207,1.86722,1.78491,212.934,3.29976,62.7427,0.00764188,0.00233771,0.0282352,3.3,40.9263
tt_27c_3.63v,tt,27,3.63,1.79937,49.9826,49997.4,1.0638,15.8259,0.000360849,3.63,3.63,0.000450057,1.34256e-06,3.68701e-06,1.63134e-09,0.000451399,0.000402077,4.14568e-05,1.79998,1.84958,1.79184,189.632,3.62986,56.9067,0.00230212,0.00233729,0.0282773,3.63,41.4568
tt_125c_2.97v,tt,125,2.97,1.79934,49.9817,49994.3,1.21799,13.8959,0.0126427,2.97,2.97,0.01431,9.62679e-05,1.66126e-05,4.67486e-09,0.0144063,0.0141316,3.93517e-05,1.808,1.86896,1.75248,185.153,2.96945,85.2561,0.0651241,0.00232075,0.0280398,2.97,39.3517
tt_125c_3.30v,tt,125,3.30,1.7993,49.9807,49995.1,1.218,15.6432,0.014144,3.3,3.3,0.0159877,9.62679e-05,1.73936e-05,4.80316e-09,0.016084,0.0158237,4.24288e-05,1.81188,1.86361,1.76972,182.764,3.29959,73.3605,0.0302694,0.00233803,0.0282497,3.3,42.4288
tt_125c_3.63v,tt,125,3.63,1.7992,49.9778,49994,1.21801,17.428,0.0160272,3.63,3.63,0.0180947,9.62679e-05,1.84084e-05,5.41433e-09,0.0181909,0.0179582,4.45764e-05,1.80117,1.8557,1.78065,171.987,3.62971,65.2693,0.0135045,0.00233114,0.0281562,3.63,44.5764
ff_-40c_2.97v,ff,-40,2.97,1.79953,49.987,50000.4,1.25729,14.68,6.38074e-05,2.97,2.97,0.000107087,1.20115e-06,2.97563e-06,6.39927e-10,0.000108288,7.1041e-05,3.18947e-05,1.78033,1.8674,1.75184,267.991,2.9692,107.213,0.0693917,0.00237037,0.028646,2.97,31.8947
ff_-40c_3.30v,ff,-40,3.30,1.7995,49.9862,50001.6,1.2573,16.6112,0.000207373,3.3,3.3,0.000272638,1.20115e-06,3.30527e-06,9.42718e-10,0.000273839,0.000230992,3.37335e-05,1.79063,1.87925,1.7742,226.749,3.29951,81.3145,0.0223805,0.00232798,0.0281123,3.3,33.7335
ff_-40c_3.63v,ff,-40,3.63,1.79943,49.9843,50001.6,1.2573,18.5844,0.000575694,3.63,3.63,0.000692423,1.20115e-06,3.66457e-06,1.64953e-09,0.000693624,0.000641862,3.27767e-05,1.79859,1.85555,1.78687,232.141,3.62973,66.6808,0.00695602,0.00233701,0.0282322,3.63,32.7767
ff_27c_2.97v,ff,27,2.97,1.79945,49.9847,49999.3,1.41832,16.071,0.00032335,2.97,2.97,0.000401656,3.68347e-06,3.4345e-06,8.29405e-10,0.00040534,0.000360052,3.09527e-05,1.81954,1.87599,1.72367,236.295,2.36582,134.584,0.152284,0.0023486,0.0283441,2.97,30.9527
ff_27c_3.30v,ff,27,3.30,1.79941,49.9837,50000.4,1.41833,18.1525,0.000508402,3.3,3.3,0.000614445,3.68347e-06,3.78969e-06,1.199e-09,0.000618129,0.000566381,3.26936e-05,1.84753,1.86403,1.74557,207.519,3.27808,113.081,0.10129,0.00229837,0.0277494,3.3,32.6936
ff_27c_3.63v,ff,27,3.63,1.79933,49.9813,50000.1,1.41833,20.2788,0.000927402,3.63,3.63,0.00108978,3.68347e-06,4.18567e-06,2.06212e-09,0.00109346,0.00103418,3.24763e-05,1.80403,1.83539,1.78259,196.482,3.6297,69.4892,0.021842,0.00234951,0.0284024,3.63,32.4763
ff_125c_2.97v,ff,125,2.97,1.79927,49.9796,49995.8,1.6239,17.8278,0.1439,2.97,2.97,0.161906,0.000849735,0.000119332,3.13924e-08,0.162756,0.168321,2.97732e-05,1.80965,1.87832,1.72541,196.409,2.46403,122.13,0.147547,0.00224677,0.0270885,2.97,29.7732
ff_125c_3.30v,ff,125,3.30,1.79922,49.9783,49996.8,1.62392,20.0785,0.160446,3.3,3.3,0.180357,0.000849735,0.000123535,3.06867e-08,0.181207,0.189141,3.06498e-05,1.83753,1.8681,1.73727,186.426,2.81195,114.258,0.123937,0.0022621,0.0272589,3.3,30.6498
ff_125c_3.63v,ff,125,3.63,1.7991,49.9749,49995.6,1.62394,22.3774,0.17962,3.63,3.63,0.201748,0.000849735,0.000130363,3.1117e-08,0.202598,0.214294,3.17543e-05,1.80722,1.86674,1.74401,182.137,3.19449,109.993,0.110422,0.00233281,0.028121,3.63,31.7543
ss_-40c_2.97v,ss,-40,2.97,1.79956,49.9879,49996.6,0.754424,9.44144,2.49862e-05,2.97,2.97,6.30663e-05,1.19906e-06,2.95612e-06,6.60744e-10,6.42653e-05,2.78148e-05,4.51236e-05,1.79936,1.90352,1.79369,269.129,2.96989,54.2426,0.00115599,0.0023454,0.0283498,2.97,45.1236
ss_-40c_3.30v,ss,-40,3.30,1.79954,49.9873,49997.2,0.754427,10.6597,7.35883e-05,3.3,3.3,0.00012051,1.19906e-06,3.31592e-06,7.95926e-10,0.000121709,8.19319e-05,4.89934e-05,1.79959,1.8824,1.79763,208.013,3.29996,51.4528,0.000198231,0.00234502,0.0283273,3.3,48.9934
ss_-40c_3.63v,ss,-40,3.63,1.79949,49.9859,49997.1,0.754428,11.91,0.000210325,3.63,3.63,0.000278047,1.19906e-06,3.61847e-06,1.11225e-09,0.000279246,0.000234263,5.27675e-05,1.79949,1.85282,1.79791,240.846,3.62996,51.2698,8.92584e-05,0.00234354,0.0283149,3.63,52.7675
ss_27c_2.97v,ss,27,2.97,1.79949,49.9858,49995.3,0.851051,10.2837,2.60025e-05,2.97,2.97,6.60404e-05,1.21081e-06,2.97609e-06,8.46153e-10,6.72512e-05,2.89474e-05,4.69575e-05,1.79978,1.88425,1.79273,230.825,2.9699,54.8876,0.00286999,0.00234568,0.0283517,2.97,46.9575
ss_27c_3.30v,ss,27,3.30,1.79947,49.9852,49995.9,0.851056,11.5975,7.4862e-05,3.3,3.3,0.000125011,1.21081e-06,3.33767e-06,1.01012e-09,0.000126222,8.33512e-05,5.11132e-05,1.79941,1.85368,1.7932,197.998,3.29989,54.4003,0.00159349,0.00234384,0.0283257,3.3,51.1132
ss_27c_3.63v,ss,27,3.63,1.7994,49.9834,49995.5,0.851059,12.9439,0.000211997,3.63,3.63,0.000281151,1.21081e-06,3.64183e-06,1.39909e-09,0.000282362,0.000236125,5.24836e-05,1.79949,1.84779,1.79533,191.715,3.62992,53.0125,0.00065429,0.00233929,0.0282962,3.63,52.4836
