corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
tt_-40c_2.97v,tt,-40,2.97,1.79947,49.9853,49995.8,1.28263,11.7405,3.83905e-05,2.97,2.97,0.000110857,2.39823e-06,8.12556e-06,6.38031e-10,0.000113256,4.27418e-05,0.00411783,1.73669,1.92849,1.64046,150.139,2.07411,143.189,0.228178,9.05888e-10,1.68437e-06,2.97,4117.83
tt_-40c_3.30v,tt,-40,3.30,1.79944,49.9845,49996.5,1.28264,13.2937,0.00012165,3.3,3.3,0.000218204,2.39823e-06,1.55811e-05,8.37794e-10,0.000220602,0.000135466,0.00419564,1.79826,1.91439,1.66142,205.257,2.09768,198.484,0.250331,-2.71822e-09,1.7482e-06,3.30004,4195.64
tt_-40c_3.63v,tt,-40,3.63,1.79937,49.9826,49996.2,1.28264,14.8805,0.000345764,3.63,3.63,0.000498314,2.39823e-06,3.46185e-05,1.30707e-09,0.000500712,0.000385265,0.00424978,1.7986,1.8785,1.68035,212.301,2.23595,211.362,0.188291,1.70216e-08,1.7369e-06,3.62999,4249.78
tt_27c_2.97v,tt,27,2.97,1.79938,49.9828,49994.3,1.44692,12.9663,4.94229e-05,2.97,2.97,0.000124511,2.68513e-06,8.29429e-06,8.11673e-10,0.000127196,5.50209e-05,0.00369088,1.83403,1.89954,1.67333,139.162,2.15914,136.138,0.213467,4.74892e-09,1.74289e-06,2.96999,3690.88
tt_27c_3.30v,tt,27,3.30,1.79935,49.9818,49995.1,1.44692,14.6554,0.000134457,3.3,3.3,0.000233134,2.68513e-06,1.54838e-05,1.05554e-09,0.000235819,0.000149729,0.00376132,1.72612,1.87899,1.68436,176.645,2.25205,167.414,0.182923,7.26389e-09,1.77696e-06,3.29999,3761.32
tt_27c_3.63v,tt,27,3.63,1.79925,49.9793,49994.2,1.44693,16.3801,0.00036085,3.63,3.63,0.000514285,2.68513e-06,3.45161e-05,1.63134e-09,0.00051697,0.000402076,0.00381339,1.71449,1.87399,1.69313,179.747,2.37481,179.747,0.178155,1.74923e-08,1.70357e-06,3.62998,3813.39
tt_125c_2.97v,tt,125,2.97,1.7992,49.9779,49990.8,1.65667,14.527,0.0126427,2.97,2.97,0.0143958,0.000192534,3.88004e-05,4.67486e-09,0.0145884,0.0141316,0.00330074,1.85014,1.86565,1.696,127.665,2.39066,127.665,0.165343,5.12569e-07,2.28277e-06,2.96998,3300.74
tt_125c_3.30v,tt,125,3.30,1.79916,49.9767,49991.4,1.65669,16.3702,0.014144,3.3,3.3,0.016086,0.000192534,4.62938e-05,4.80316e-09,0.0162785,0.0158237,0.00336223,1.83248,1.85528,1.71565,151.858,2.463,151.858,0.135498,5.65821e-07,2.27977e-06,3.30003,3362.23
tt_125c_3.63v,tt,125,3.63,1.79903,49.9729,49989.5,1.6567,18.2514,0.0160272,3.63,3.63,0.0182143,0.000192534,6.56382e-05,5.41433e-09,0.0184069,0.0179582,0.00341045,1.82865,1.86502,1.70823,155.437,2.73773,153.36,0.146693,6.46318e-07,2.37402e-06,3.63,3410.45
ff_-40c_2.97v,ff,-40,2.97,1.79945,49.9847,49998,1.71012,15.091,6.38074e-05,2.97,2.97,0.000141064,2.40231e-06,1.01289e-05,6.39927e-10,0.000143466,7.10396e-05,0.00282978,1.76527,1.90559,1.68296,199.157,2.20358,195.012,0.21391,4.51683e-09,1.68777e-06,2.96999,2829.78
