corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,hg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,hg_off_tran,slope_vpms,t_startup_ms
ff_-40c_2.97v_0.33u_0.001_36,ff,-40,2.97,0.33u,0.001,36,0.000236189,0.000598006,0.000628,1.79945,1.79945,87.8851,91.9844,256.825,-25.7745,2.15667,2.97,7.44603e-09,2.75276e-09,2.97001,1.81998e-08,8.2242e-06,2.76383,0.628
ff_-40c_2.97v_0.33u_0.5_36,ff,-40,2.97,0.33u,0.5,36,0.000236186,0.000598003,0.000627997,1.79945,1.79945,69.0354,73.244,279.671,-42.5207,2.15667,2.97,9.46007e-09,2.41999e-08,2.96998,-2.07486e-08,7.33596e-06,2.76383,0.627997
ff_-40c_2.97v_1u_0.1_1e9,ff,-40,2.97,1u,0.1,1e9,0.000236154,0.000597969,0.00062794,1.80058,1.79945,261.682,261.725,327.632,-482.148,2.15667,2.97,1.08042e-05,1.79765,2.96999,-5.99533e-09,3.38003e-06,2.76384,0.62794
ff_-40c_2.97v_1u_0.1_36,ff,-40,2.97,1u,0.1,36,0.000236187,0.000598006,0.000627996,1.79945,1.79945,275.619,278.703,362.711,-614.703,2.15667,2.97,1.72576e-06,-2.34705e-09,2.97002,3.48029e-08,8.42394e-06,2.76381,0.627996
ff_-40c_2.97v_4.7u_0.001_36,ff,-40,2.97,4.7u,0.001,36,0.000236167,0.000597997,0.000627964,1.79945,1.79945,330.307,332.809,69.149,-4.077,2.15667,2.97,7.76891e-09,0.00882435,2.96995,-9.34968e-08,6.13858e-06,2.76373,0.627964
ff_-40c_2.97v_4.7u_0.5_36,ff,-40,2.97,4.7u,0.5,36,0.000236168,0.000597998,0.000627969,1.79963,1.79945,323.439,329.8,724.638,-9427.43,2.15667,2.97,1.7124e-08,0.00935933,2.96997,-6.8132e-08,3.46605e-06,2.76373,0.627969
ff_-40c_3.30v_1u_0.1_36,ff,-40,3.30,1u,0.1,36,0.000256451,0.000610072,0.000637181,1.79942,1.79942,139.78,142.408,171.126,-54.1838,2.23599,3.3,2.39862e-07,1.57245e-08,3.29997,2.00896e-08,9.30827e-06,2.82789,0.637181
ff_-40c_3.63v_0.33u_0.001_36,ff,-40,3.63,0.33u,0.001,36,0.000276677,0.000625318,0.000731917,1.79933,1.79933,163.236,165.54,484.776,-11.6668,2.31109,3.63,5.40256e-09,2.32985e-08,3.63008,-9.58683e-09,1.20949e-05,2.86828,0.731917
ff_-40c_3.63v_0.33u_0.5_36,ff,-40,3.63,0.33u,0.5,36,0.000276679,0.00062532,0.000731919,1.79933,1.79933,97.7105,104.424,260.353,-82.8232,2.31109,3.63,7.15104e-09,-2.11422e-08,3.63004,1.89298e-08,7.30346e-06,2.86828,0.731919
ff_-40c_3.63v_1u_0.1_1e9,ff,-40,3.63,1u,0.1,1e9,0.000276629,0.000625281,0.00073176,1.79945,1.79934,155.667,155.717,164.244,-41.4588,2.31109,3.63,1.08604e-06,1.79754,3.62998,2.22683e-08,3.99697e-06,2.86819,0.73176
ff_-40c_3.63v_1u_0.1_36,ff,-40,3.63,1u,0.1,36,0.000276674,0.000625317,0.000731908,1.79933,1.79933,189.538,191.21,209.892,-195.154,2.31109,3.63,1.79273e-08,3.93898e-08,3.62993,5.93333e-08,8.98767e-06,2.86826,0.731908
ff_-40c_3.63v_4.7u_0.001_36,ff,-40,3.63,4.7u,0.001,36,0.000276665,0.000625308,0.000731858,1.79933,1.79933,222.576,223.419,46.666,-0.523002,2.31109,3.63,7.55698e-09,0.00882137,3.62998,-7.22645e-09,7.40121e-06,2.86826,0.731858
ff_-40c_3.63v_4.7u_0.5_36,ff,-40,3.63,4.7u,0.5,36,0.000276667,0.00062531,0.000731859,1.79933,1.79933,141.432,143.576,254.981,-379.726,2.31109,3.63,5.04263e-07,0.00935694,3.62998,1.19877e-08,5.48337e-06,2.86826,0.731859
ff_125c_2.97v_0.33u_0.001_36,ff,125,2.97,0.33u,0.001,36,0.000215432,0.000506916,0.000559253,1.79893,1.79893,91.515,95.1739,209.042,-30.4917,1.98709,2.97,2.99117e-09,6.05955e-06,2.96999,8.14126e-08,1.66826e-06,3.43072,0.559253
ff_125c_2.97v_0.33u_0.5_36,ff,125,2.97,0.33u,0.5,36,0.000215433,0.000506917,0.000559254,1.79893,1.79893,75.6484,79.7147,185.867,-31.8056,1.98709,2.97,1.58214e-06,6.0544e-06,2.97,1.29071e-08,5.09604e-07,3.43072,0.559254
ff_125c_2.97v_1u_0.1_1e9,ff,125,2.97,1u,0.1,1e9,0.000215344,0.000506863,0.000558776,1.79928,1.79895,55.5575,55.5947,39.0025,-0.000275687,1.98709,2.97,2.9831e-05,1.79724,2.97,1.00879e-07,9.03156e-07,3.43031,0.558776
ff_125c_2.97v_1u_0.1_36,ff,125,2.97,1u,0.1,36,0.000215426,0.000506916,0.000559229,1.79893,1.79893,114.937,117.126,81.4732,-7.02312,1.98709,2.97,1.04976e-07,6.06154e-06,2.96999,1.07162e-07,1.55336e-06,3.43065,0.559229
ff_125c_2.97v_4.7u_0.001_36,ff,125,2.97,4.7u,0.001,36,0.000215415,0.00050692,0.000559103,1.79893,1.79893,221.786,224.476,45.3712,-1.39194,1.98709,2.97,2.1063e-09,0.0088233,2.97,4.53655e-08,2.08861e-07,3.43047,0.559103
ff_125c_2.97v_4.7u_0.5_36,ff,125,2.97,4.7u,0.5,36,0.000215419,0.00050692,0.000559122,1.79895,1.79893,204.826,209.691,411.846,-1802.6,1.98709,2.97,3.59193e-05,0.00935903,2.96998,4.86641e-08,1.53304e-06,3.43052,0.559122
ff_125c_3.30v_1u_0.1_36,ff,125,3.30,1u,0.1,36,0.000230661,0.000535209,0.000677754,1.79767,1.79767,114.482,116.512,125.884,-4.4783,2.06499,3.3,4.82616e-08,6.80875e-06,3.3,5.43582e-08,1.86765e-06,3.28355,0.677754
ff_125c_3.63v_0.33u_0.001_36,ff,125,3.63,0.33u,0.001,36,0.000260215,0.00063642,0.000804951,1.78833,1.78833,52.9994,57.0048,97.1652,-15.155,2.13907,3.63,4.61225e-09,7.71459e-06,3.63001,1.38164e-07,1.13727e-06,2.65813,0.804951
ff_125c_3.63v_0.33u_0.5_36,ff,125,3.63,0.33u,0.5,36,0.000260215,0.000636421,0.000804952,1.78833,1.78833,44.087,49.7001,90.6457,-12.3303,2.13907,3.63,6.44306e-07,7.69579e-06,3.63002,1.69172e-09,2.43015e-06,2.65812,0.804952
ff_125c_3.63v_1u_0.1_1e9,ff,125,3.63,1u,0.1,1e9,0.000260133,0.000636351,0.000804629,1.78889,1.78835,9.11259,9.16371,7.84852,-0.000408106,2.13907,3.63,1.68341e-05,1.78667,3.63,9.92888e-08,5.80207e-08,2.65803,0.804629
ff_125c_3.63v_1u_0.1_36,ff,125,3.63,1u,0.1,36,0.000260208,0.000636418,0.000804939,1.78833,1.78833,93.161,95.6766,62.1108,-3.37106,2.13907,3.63,3.48007e-09,7.71396e-06,3.63,5.34715e-08,2.84513e-06,2.65809,0.804939
ff_125c_3.63v_4.7u_0.001_36,ff,125,3.63,4.7u,0.001,36,0.000260191,0.000636406,0.000804871,1.78833,1.78833,154.916,156.026,30.4955,-0.576863,2.13907,3.63,3.11053e-09,0.008772,3.63001,7.90067e-09,1.29959e-06,2.65805,0.804871
ff_125c_3.63v_4.7u_0.5_36,ff,125,3.63,4.7u,0.5,36,0.00026019,0.000636404,0.000804869,1.78833,1.78833,89.8449,91.6055,52.4006,-28.9176,2.13907,3.63,2.57439e-07,0.00930391,3.63001,-3.90596e-09,1.3472e-06,2.65806,0.804869
ff_27c_2.97v_1u_0.1_36,ff,27,2.97,1u,0.1,36,0.000222783,0.000547884,0.000564925,1.79934,1.79934,226.497,228.707,283.64,-510.187,2.08824,2.97,3.59456e-09,1.28722e-08,2.97,-4.65239e-08,1.08465e-06,3.07597,0.564925
ff_27c_3.30v_1u_0.1_36,ff,27,3.30,1u,0.1,36,0.000240163,0.000558381,0.000615025,1.7993,1.7993,125.986,128.971,146.988,-67.5183,2.16691,3.3,1.45204e-09,2.14386e-08,3.3,7.8204e-09,3.56794e-06,3.1425,0.615025
ff_27c_3.63v_1u_0.1_36,ff,27,3.63,1u,0.1,36,0.000257697,0.000604695,0.000749679,1.79916,1.79916,103.747,105.445,103.512,-3.25548,2.24155,3.63,1.93855e-07,3.74675e-08,3.63,1.0213e-08,2.41984e-06,2.88186,0.749679
fs_-40c_2.97v_1u_0.1_36,fs,-40,2.97,1u,0.1,36,0.000259113,0.000813154,0.000916305,1.79946,1.79946,193.986,198.851,198.539,-138.642,2.32378,2.97,1.44853e-06,1.11074e-08,2.96995,-1.08304e-07,6.72171e-06,1.80492,0.916305
fs_-40c_3.30v_1u_0.1_36,fs,-40,3.30,1u,0.1,36,0.000290418,0.000830742,0.00092703,1.79944,1.79944,267.819,272.375,326.492,-496.17,2.41159,3.3,5.62995e-07,7.59879e-09,3.29998,1.50926e-08,1.25495e-05,1.85074,0.92703
fs_-40c_3.63v_1u_0.1_36,fs,-40,3.63,1u,0.1,36,0.000319638,0.000847481,0.000938177,1.7994,1.7994,220.209,223.828,243.084,-420.66,2.4946,3.63,9.79593e-06,1.31175e-08,3.62999,-1.15366e-08,1.34397e-05,1.8945,0.938177
fs_125c_2.97v_1u_0.1_36,fs,125,2.97,1u,0.1,36,0.000236899,0.000681046,0.000743286,1.79921,1.79921,171.116,175.951,180.088,-69.6412,2.155,2.97,1.33567e-07,1.00747e-07,2.97,3.20643e-08,2.39724e-06,2.25151,0.743286
fs_125c_3.30v_1u_0.1_36,fs,125,3.30,1u,0.1,36,0.000260574,0.000694245,0.000752529,1.79918,1.79918,164.571,166.539,160.243,-230.131,2.24078,3.3,2.96841e-06,1.08494e-07,3.30002,3.56855e-07,2.70068e-06,2.3059,0.752529
fs_125c_3.63v_1u_0.1_36,fs,125,3.63,1u,0.1,36,0.000282041,0.000706412,0.00083206,1.7991,1.7991,143.076,144.872,136.14,-32.1151,2.32228,3.63,1.89633e-06,1.30345e-07,3.62999,3.45693e-08,1.4404e-06,2.35643,0.83206
fs_27c_2.97v_1u_0.1_36,fs,27,2.97,1u,0.1,36,0.000244425,0.000741655,0.000823471,1.79937,1.79937,197.8,203.435,195.779,-476.133,2.25566,2.97,6.16676e-06,-7.34196e-09,2.97006,2.68453e-08,1.08022e-05,2.01114,0.823471
fs_27c_3.30v_1u_0.1_36,fs,27,3.30,1u,0.1,36,0.000271578,0.000756828,0.000833079,1.79935,1.79935,242.498,246.45,285.242,-426.398,2.34259,3.3,4.02421e-07,-2.23426e-09,3.30004,-4.54548e-08,1.12112e-05,2.06079,0.833079
fs_27c_3.63v_1u_0.1_36,fs,27,3.63,1u,0.1,36,0.000296508,0.000770919,0.000843314,1.79929,1.79929,102.787,104.553,63.9205,-5.71952,2.42493,3.63,2.5572e-07,1.08454e-08,3.63,-5.57612e-09,5.03351e-06,2.10788,0.843314
res_ff_-40c_2.97v_0.33u_0.001_36,res_ff,-40,2.97,0.33u,0.001,36,0.000224461,0.000635812,0.000686399,1.79943,1.79943,240.349,246.225,699.215,-19.659,2.26026,2.97,2.25672e-08,1.80641e-09,2.96995,-3.2567e-08,6.60414e-06,2.43101,0.686399
res_ff_-40c_2.97v_0.33u_0.5_36,res_ff,-40,2.97,0.33u,0.5,36,0.000224462,0.000635813,0.0006864,1.79943,1.79943,249.911,258.5,884.877,-1571.78,2.26026,2.97,5.59266e-08,6.24119e-08,2.96994,3.66911e-08,7.58632e-06,2.43101,0.6864
res_ff_-40c_2.97v_1u_0.1_1e9,res_ff,-40,2.97,1u,0.1,1e9,0.000224387,0.000635768,0.000686321,1.80072,1.79943,250.563,250.597,255.095,-372.481,2.26026,2.97,1.11944e-05,1.79764,2.96998,4.56179e-08,2.36792e-06,2.43084,0.686321
res_ff_-40c_2.97v_1u_0.1_36,res_ff,-40,2.97,1u,0.1,36,0.000224453,0.000635807,0.000686389,1.79944,1.79943,257.028,261.607,268.863,-403.871,2.26026,2.97,2.27483e-06,-7.21524e-09,2.97004,-2.25147e-08,9.38705e-06,2.431,0.686389
res_ff_-40c_2.97v_4.7u_0.001_36,res_ff,-40,2.97,4.7u,0.001,36,0.000224437,0.000635804,0.00068636,1.79943,1.79943,264.366,269.675,56.0198,-1.60902,2.26026,2.97,1.7874e-07,0.00882669,2.97,1.11248e-08,9.28233e-06,2.43092,0.68636
