corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
tt_-40c_2.97v,tt,-40,2.97,1.79947,49.9853,49995.8,1.28263,11.7406,3.83925e-05,2.97,2.97,0.000109751,2.39823e-06,8.12502e-06,6.38031e-10,0.000112149,4.27411e-05,0.000176549,1.78855,1.91442,1.67828,190.695,2.91611,190.695,0.216816,1.82212e-09,1.73767e-06,2.97,176.549
tt_-40c_3.30v,tt,-40,3.30,1.79944,49.9845,49996.5,1.28264,13.2937,0.000121649,3.3,3.3,0.000217471,2.39823e-06,1.55805e-05,8.37794e-10,0.000219869,0.000135467,3.99363e-05,1.8194,1.91242,1.68678,250.535,2.37942,247.073,0.206814,1.72849e-09,1.73253e-06,3.30002,39.9363
tt_-40c_3.63v,tt,-40,3.63,1.79937,49.9826,49996.2,1.28264,14.8805,0.000345764,3.63,3.63,0.000497085,2.39823e-06,3.46178e-05,1.30707e-09,0.000499484,0.000385266,3.95874e-05,1.76576,1.90266,1.69221,304.049,0.969906,302.466,0.205834,2.15651e-08,1.75286e-06,3.62997,39.5874
tt_27c_2.97v,tt,27,2.97,1.79938,49.9828,49994.3,1.44692,12.9663,4.94229e-05,2.97,2.97,0.000124473,2.68513e-06,8.29374e-06,8.11673e-10,0.000127158,5.5021e-05,0.000155486,1.77527,1.90931,1.6844,176.698,2.15184,176.698,0.185287,8.80726e-09,1.77505e-06,2.96996,155.486
tt_27c_3.30v,tt,27,3.30,1.79935,49.9818,49995.1,1.44692,14.6554,0.000134456,3.3,3.3,0.000232568,2.68513e-06,1.54832e-05,1.05554e-09,0.000235253,0.000149729,3.90201e-05,1.84433,1.87847,1.70251,227.829,1.36351,225.636,0.169255,6.80547e-09,1.74238e-06,3.29999,39.0201
tt_27c_3.63v,tt,27,3.63,1.79925,49.9793,49994.2,1.44693,16.3801,0.00036085,3.63,3.63,0.000514131,2.68513e-06,3.44897e-05,1.63134e-09,0.000516816,0.000402076,3.87039e-05,1.7361,1.87405,1.70698,277.81,0.626031,272.877,0.161989,1.5478e-08,1.7354e-06,3.63,38.7039
tt_125c_2.97v,tt,125,2.97,1.7992,49.9779,49990.8,1.65667,14.527,0.0126427,2.97,2.97,0.0143953,0.000192534,3.88033e-05,4.67486e-09,0.0145878,0.0141316,9.22799e-05,1.77313,1.87468,1.70137,171.037,1.93654,168.048,0.154443,5.08351e-07,2.25973e-06,2.97,92.2799
tt_125c_3.30v,tt,125,3.30,1.79916,49.9767,49991.4,1.65669,16.3702,0.014144,3.3,3.3,0.0160857,0.000192534,4.62696e-05,4.80316e-09,0.0162782,0.0158237,3.84065e-05,1.77817,1.85221,1.73711,204.285,1.35001,204.17,0.113207,5.66885e-07,2.27051e-06,3.30002,38.4065
tt_125c_3.63v,tt,125,3.63,1.79903,49.9729,49989.5,1.6567,18.2514,0.0160272,3.63,3.63,0.0182143,0.000192534,6.56512e-05,5.41433e-09,0.0184068,0.0179582,3.8141e-05,1.79578,1.85081,1.73612,249.207,0.861797,248.3,0.104672,6.50766e-07,2.30159e-06,3.62998,38.141
ff_-40c_2.97v,ff,-40,2.97,1.79945,49.9847,49998,1.71012,15.091,6.38043e-05,2.97,2.97,0.000140867,2.40231e-06,1.01494e-05,6.39927e-10,0.000143269,7.10396e-05,3.35427e-05,1.79864,1.89887,1.69037,246.511,2.17423,236.881,0.189689,3.06155e-09,1.73098e-06,2.97,33.5427
ff_-40c_3.30v,ff,-40,3.30,1.79941,49.9838,49999.2,1.71012,17.103,0.000207376,3.3,3.3,0.00032239,2.40231e-06,2.24579e-05,9.42718e-10,0.000324792,0.000230992,2.82254e-05,1.76044,1.88772,1.69299,301.213,1.09779,300.971,0.189402,1.01391e-08,1.63243e-06,3.29999,28.2254
ff_-40c_3.63v,ff,-40,3.63,1.79933,49.9815,49998.9,1.71013,19.1531,0.000575693,3.63,3.63,0.000777284,2.40231e-06,5.30444e-05,1.64953e-09,0.000779687,0.000641862,2.80687e-05,1.79556,1.88619,1.69529,366.016,0.540858,363.954,0.17803,2.11872e-08,1.68355e-06,3.63001,28.0687
ff_27c_2.97v,ff,27,2.97,1.79934,49.9818,49996.6,1.92915,16.7057,0.000323347,2.97,2.97,0.000437715,7.36693e-06,1.07316e-05,8.29404e-10,0.000445082,0.000360054,3.26133e-05,1.76711,1.87579,1.70179,223.117,1.43714,222.874,0.167923,1.79921e-08,1.71775e-06,2.96997,32.6133
ff_27c_3.30v,ff,27,3.30,1.7993,49.9807,49997.6,1.92916,18.8931,0.000508402,3.3,3.3,0.0006648,7.36693e-06,2.30318e-05,1.199e-09,0.000672167,0.000566382,2.77241e-05,1.79705,1.86002,1.70601,276.721,0.89656,267.532,0.140168,2.01285e-08,1.71521e-06,3.3,27.7241
ff_27c_3.63v,ff,27,3.63,1.79919,49.9776,49996.8,1.92917,21.1219,0.0009274,3.63,3.63,0.00117511,7.36693e-06,5.36534e-05,2.06212e-09,0.00118247,0.00103418,2.75229e-05,1.77802,1.86436,1.72659,325.79,0.090646,321.544,0.13096,3.94748e-08,1.77088e-06,3.62999,27.5229
ff_125c_2.97v,ff,125,2.97,1.79909,49.9747,49991.2,2.2088,18.7615,0.1439,2.97,2.97,0.162404,0.00169934,0.000313278,3.13924e-08,0.164103,0.168321,2.95602e-05,1.82967,1.85147,1.72223,207.297,1.39667,204.802,0.117315,6.06416e-06,7.72919e-06,2.96997,29.5602
ff_125c_3.30v,ff,125,3.30,1.79902,49.9729,49991.8,2.20882,21.1481,0.160446,3.3,3.3,0.180878,0.00169934,0.000328243,3.06867e-08,0.182578,0.189141,2.75781e-05,1.82574,1.84208,1.72443,248.802,0.925758,246.683,0.1159,6.81044e-06,8.52635e-06,3.29999,27.5781
ff_125c_3.63v,ff,125,3.63,1.79886,49.9682,49989.6,2.20884,23.5801,0.17962,3.63,3.63,0.202315,0.00169934,0.000363217,3.1117e-08,0.204014,0.214294,2.76419e-05,1.77203,1.84248,1.76002,299.92,0.823522,296.977,0.0806128,7.71901e-06,9.43207e-06,3.62997,27.6419
ss_-40c_2.97v,ss,-40,2.97,1.79948,49.9856,49994.1,1.02613,9.58834,2.49872e-05,2.97,2.97,9.24916e-05,2.39811e-06,7.11178e-06,6.60744e-10,9.48897e-05,2.78142e-05,0.00201469,1.86327,1.97464,1.66406,157.078,2.91826,156.45,0.296912,1.34099e-08,1.78955e-06,2.96994,2014.69
ss_-40c_3.30v,ss,-40,3.30,1.79946,49.9849,49994.7,1.02613,10.8445,7.35876e-05,3.3,3.3,0.000156928,2.39811e-06,1.16394e-05,7.95926e-10,0.000159326,8.19319e-05,0.000195656,1.75491,1.93413,1.66874,187.463,3.10596,187.463,0.234843,-1.13935e-09,1.78887e-06,3.30002,195.656
ss_-40c_3.63v,ss,-40,3.63,1.7994,49.9832,49994.3,1.02613,12.1337,0.000210324,3.63,3.63,0.000332061,2.39811e-06,2.33372e-05,1.11225e-09,0.000334459,0.000234261,5.66364e-05,1.83457,1.90964,1.66679,245.51,1.6328,245.51,0.230226,4.86261e-09,1.70303e-06,3.63002,56.6364
ss_27c_2.97v,ss,27,2.97,1.79939,49.9831,49992.5,1.15756,10.5635,2.6003e-05,2.97,2.97,9.50993e-05,2.42161e-06,7.02835e-06,8.46153e-10,9.75209e-05,2.89457e-05,0.00186522,1.8243,1.91944,1.66828,145.825,2.92089,145.825,0.235456,-1.60727e-09,1.72417e-06,2.97002,1865.22
ss_27c_3.30v,ss,27,3.30,1.79936,49.9823,49993.1,1.15756,11.9312,7.48622e-05,3.3,3.3,0.000160977,2.42161e-06,1.16757e-05,1.01012e-09,0.000163398,8.33512e-05,0.000196459,1.80462,1.90464,1.67473,176.389,1.84027,175.283,0.223119,3.42919e-09,1.67313e-06,3.3,196.459
ss_27c_3.63v,ss,27,3.63,1.79928,49.9801,49992.3,1.15757,13.3326,0.000211999,3.63,3.63,0.000334446,2.42161e-06,2.33523e-05,1.39909e-09,0.000336867,0.000236127,5.50209e-05,1.80811,1.88258,1.69425,224.374,0.950477,224.374,0.186675,8.80819e-09,1.70959e-06,3.63,55.0209
ss_125c_2.97v,ss,125,2.97,1.79924,49.9788,49989.3,1.32537,11.8078,0.00119984,2.97,2.97,0.00145357,2.71009e-05,1.17455e-05,2.01484e-09,0.00148067,0.00133612,0.0016163,1.83322,1.90814,1.6914,141.149,2.37293,141.149,0.18678,4.54633e-08,1.7467e-06,2.97002,1616.3
ss_125c_3.30v,ss,125,3.30,1.7992,49.9778,49989.8,1.32538,13.3017,0.00137062,3.3,3.3,0.00165737,2.71009e-05,1.64947e-05,2.15889e-09,0.00168447,0.00152663,0.000128238,1.72988,1.86985,1.71321,168.089,1.33036,167.366,0.153641,5.89425e-08,1.8386e-06,3.29997,128.238
ss_125c_3.63v,ss,125,3.63,1.79909,49.9746,49988.1,1.32539,14.8302,0.00164907,3.63,3.63,0.00199053,2.71009e-05,2.81663e-05,2.60586e-09,0.00201763,0.00183762,5.40957e-05,1.79606,1.86275,1.71573,206.571,1.06771,202.388,0.122417,6.64754e-08,1.80259e-06,3.63,54.0957
fs_-40c_2.97v,fs,-40,2.97,1.79946,49.985,49995.6,1.28264,11.851,3.0616e-05,2.97,2.97,0.000100562,2.39977e-06,7.60032e-06,5.89296e-10,0.000102962,3.40811e-05,0.00122853,1.74369,1.93181,1.67364,159.829,2.9164,159.186,0.205833,2.41837e-09,1.80792e-06,2.97,1228.53
fs_-40c_3.30v,fs,-40,3.30,1.79944,49.9845,49996.6,1.28264,13.3911,9.41584e-05,3.3,3.3,0.000182336,2.39977e-06,1.31634e-05,7.4579e-10,0.000184736,0.000104843,9.67273e-05,1.86199,1.9065,1.68237,210.057,1.15159,210.057,0.20912,8.45757e-09,1.72704e-06,3.29998,96.7273
fs_-40c_3.63v,fs,-40,3.63,1.7994,49.9832,49996.9,1.28264,14.9687,0.000269132,3.63,3.63,0.000402597,2.39977e-06,2.81736e-05,1.10807e-09,0.000404997,0.000299814,3.97923e-05,1.74144,1.88435,1.69955,258.491,0.730277,258.341,0.184807,1.1737e-08,1.77852e-06,3.63,39.7923
