corner_id,corner,temp_c,vin_v,vout_en,iload_en_ma,isup_en_ua,iref_en_ua,iq_en_ua,vout_off,pg_off,clg_off,isup_off_ua,iref_off_ua,iloop_off_ua,nbias_off,iq_off_ua,ileak_vin_vout_ua,t_startup,vout_settled,vout_max_en,vout_min_reg,isup_peak_ma,clg_min_reg,isup_peak_reg_ma,vout_pp_late,vout_off_tran,vout_max_off,pg_off_tran,t_startup_us
tt_-40c_2.97v,tt,-40,2.97,1.79947,49.9853,49995.8,1.28263,11.7405,3.83905e-05,2.97,2.97,0.000109948,2.39823e-06,8.12501e-06,6.38031e-10,0.000112346,4.27418e-05,0.00411783,1.71339,1.9392,1.66767,170.389,2.91625,157.082,0.265552,1.80446e-09,1.69509e-06,2.97,4117.83
tt_-40c_3.30v,tt,-40,3.30,1.79944,49.9845,49996.5,1.28264,13.2937,0.00012165,3.3,3.3,0.000218204,2.39823e-06,1.55805e-05,8.37794e-10,0.000220602,0.000135466,0.00419564,1.85835,1.89302,1.65757,180.236,2.20391,169.911,0.214931,8.11296e-09,1.65844e-06,3.29998,4195.64
tt_-40c_3.63v,tt,-40,3.63,1.79937,49.9826,49996.2,1.28264,14.8805,0.000345764,3.63,3.63,0.000498314,2.39823e-06,3.4592e-05,1.30707e-09,0.000500712,0.000385265,0.00424978,1.77133,1.88039,1.69074,198.048,2.32644,198.048,0.187748,9.03076e-09,1.66386e-06,3.63002,4249.78
tt_27c_2.97v,tt,27,2.97,1.79938,49.9828,49994.3,1.44692,12.9663,4.94229e-05,2.97,2.97,0.000124511,2.68513e-06,8.27264e-06,8.11673e-10,0.000127196,5.50209e-05,0.00369088,1.8219,1.8954,1.67788,151.259,2.5579,141.359,0.177453,2.08545e-09,1.72482e-06,2.97,3690.88
tt_27c_3.30v,tt,27,3.30,1.79935,49.9818,49995.1,1.44692,14.6554,0.000134457,3.3,3.3,0.000234043,2.68513e-06,1.54832e-05,1.05554e-09,0.000236728,0.000149729,0.00376132,1.80853,1.88478,1.67829,168.109,2.30848,168.109,0.20361,6.91648e-09,1.68371e-06,3.29999,3761.32
tt_27c_3.63v,tt,27,3.63,1.79925,49.9793,49994.2,1.44693,16.3801,0.00036085,3.63,3.63,0.000514285,2.68513e-06,3.45155e-05,1.63134e-09,0.00051697,0.000402076,0.0038134,1.80388,1.86806,1.70291,179.506,2.44962,178.408,0.156315,1.79164e-08,1.72007e-06,3.62998,3813.4
tt_125c_2.97v,tt,125,2.97,1.7992,49.9779,49990.8,1.65667,14.5269,0.0126427,2.97,2.97,0.0143958,0.000192534,3.8821e-05,4.67486e-09,0.0145884,0.0141316,0.00330074,1.75093,1.87377,1.7082,134.286,2.37098,130.326,0.140226,5.00008e-07,2.18728e-06,2.97006,3300.74
tt_125c_3.30v,tt,125,3.30,1.79916,49.9767,49991.4,1.65669,16.3702,0.014144,3.3,3.3,0.016086,0.000192534,4.62813e-05,4.80316e-09,0.0162785,0.0158237,0.00336223,1.84204,1.86015,1.70047,151.039,2.49349,147.551,0.155667,5.72228e-07,2.28655e-06,3.29999,3362.23
tt_125c_3.63v,tt,125,3.63,1.79903,49.9729,49989.5,1.6567,18.2514,0.0160272,3.63,3.63,0.0182143,0.000192534,6.56375e-05,5.41433e-09,0.0184069,0.0179582,0.00341045,1.78936,1.85125,1.71487,158.6,2.73885,158.6,0.132189,6.50936e-07,2.32613e-06,3.62997,3410.45
ff_-40c_2.97v,ff,-40,2.97,1.79945,49.9847,49998,1.71012,15.091,6.38074e-05,2.97,2.97,0.000141064,2.40231e-06,1.01283e-05,6.39927e-10,0.000143466,7.10396e-05,0.00282978,1.82541,1.88619,1.69733,168.807,2.12722,168.807,0.183704,2.10497e-09,1.70694e-06,2.97,2829.78
ff_-40c_3.30v,ff,-40,3.30,1.79941,49.9838,49999.2,1.71012,17.103,0.000207376,3.3,3.3,0.000323117,2.40231e-06,2.24344e-05,9.42718e-10,0.000325519,0.000230992,0.00286983,1.78955,1.87559,1.69421,174.564,2.37906,174.564,0.167716,8.30866e-09,1.72814e-06,3.3,2869.83
ff_-40c_3.63v,ff,-40,3.63,1.79933,49.9815,49998.9,1.71013,19.1531,0.000575692,3.63,3.63,0.00077761,2.40231e-06,5.30444e-05,1.64953e-09,0.000780012,0.000641862,0.00289966,1.78176,1.8814,1.7086,198.698,2.57784,198.698,0.167052,1.68553e-08,1.72394e-06,3.63003,2899.66
ff_27c_2.97v,ff,27,2.97,1.79934,49.9818,49996.6,1.92915,16.7057,0.00032335,2.97,2.97,0.00043791,7.36693e-06,1.07295e-05,8.29405e-10,0.000445277,0.000360052,0.00253986,1.79607,1.87064,1.69286,147.528,2.34285,143.689,0.169514,1.89587e-08,1.76252e-06,2.96997,2539.86
ff_27c_3.30v,ff,27,3.30,1.7993,49.9807,49997.6,1.92916,18.893,0.000508403,3.3,3.3,0.000665522,7.36693e-06,2.30258e-05,1.199e-09,0.000672889,0.000566381,0.00257865,1.81776,1.8646,1.70649,159.479,2.56325,159.479,0.131013,2.44603e-08,1.74812e-06,3.29998,2578.65
ff_27c_3.63v,ff,27,3.63,1.79919,49.9776,49996.8,1.92917,21.1219,0.000927403,3.63,3.63,0.00117379,7.36693e-06,5.36634e-05,2.06212e-09,0.00118116,0.00103418,0.00260899,1.77396,1.86499,1.72831,174.736,2.77683,168.091,0.114169,4.20078e-08,1.80294e-06,3.62997,2608.99
ff_125c_2.97v,ff,125,2.97,1.79909,49.9747,49991.2,2.2088,18.7614,0.1439,2.97,2.97,0.162403,0.00169934,0.00031325,3.13924e-08,0.164103,0.168321,0.00229548,1.75639,1.85958,1.72811,132.488,2.90657,130.416,0.127388,6.05739e-06,7.76471e-06,2.97001,2295.48
ff_125c_3.30v,ff,125,3.30,1.79902,49.9729,49991.8,2.20882,21.1479,0.160446,3.3,3.3,0.180877,0.00169934,0.000328231,3.06867e-08,0.182577,0.189141,0.00233115,1.75068,1.84542,1.72189,138.593,2.91499,134.757,0.100523,6.81158e-06,8.50777e-06,3.29998,2331.15
