corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,clg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,clg_off_tran,slope_vpms,t_startup_ms
ff_-40c_2.97v_0.33u_0.001_36,ff,-40,2.97,0.33u,0.001,36,0.000832692,0.0023772,0.00282977,1.80819,1.79945,1.26865,50.4258,3.80406,-1.24054,2.15667,2.96994,1.22753e-09,2.6629e-09,2.96998,-1.13335e-08,2.44083e-05,0.647455,2.82977
ff_-40c_2.97v_0.33u_0.5_36,ff,-40,2.97,0.33u,0.5,36,0.000832691,0.0023772,0.00282977,1.80816,1.79945,1.24958,50.4269,3.75258,-1.2039,2.15667,2.96994,5.33301e-10,-6.70007e-09,2.97001,1.7619e-08,-1.04258e-05,0.647455,2.82977
ff_-40c_2.97v_1u_0.1_1e9,ff,-40,2.97,1u,0.1,1e9,0.000831572,0.00237613,0.00282853,1.8095,1.80583,4.23097,4.24757,4.2039,-0.000765018,2.15667,2.96994,0.000298033,1.80395,2.97,1.49467e-08,7.90363e-06,0.647434,2.82853
ff_-40c_2.97v_1u_0.1_36,ff,-40,2.97,1u,0.1,36,0.000832678,0.0023772,0.00282977,1.80855,1.79945,3.89537,50.8754,3.86953,-1.50309,2.15667,2.96994,4.44764e-10,2.44741e-09,2.97,9.74223e-09,8.92919e-07,0.64745,2.82977
ff_-40c_2.97v_4.7u_0.001_36,ff,-40,2.97,4.7u,0.001,36,0.000832617,0.0023772,0.00282978,1.80934,1.79945,16.4988,53.3807,3.50489,-1.80552,2.15667,2.96994,1.08468e-09,0.00882393,2.96999,1.10138e-08,-1.05606e-05,0.647424,2.82978
ff_-40c_2.97v_4.7u_0.5_36,ff,-40,2.97,4.7u,0.5,36,0.000832615,0.00237719,0.00282978,1.80871,1.79945,14.5718,53.376,3.14077,-1.18743,2.15667,2.96994,8.66298e-10,0.00936002,2.96998,-7.58594e-09,1.99912e-05,0.647427,2.82978
ff_-40c_3.30v_1u_0.1_36,ff,-40,3.30,1u,0.1,36,0.000854493,0.00240919,0.00286983,1.8076,1.79942,3.86925,50.8381,3.83319,-1.33292,2.23599,3.29994,1.65627e-09,9.42009e-09,3.3,1.47863e-08,3.13377e-06,0.643212,2.86983
ff_-40c_3.63v_0.33u_0.001_36,ff,-40,3.63,0.33u,0.001,36,0.000873786,0.00243479,0.00289966,1.80633,1.79934,1.24256,50.3721,3.7308,-0.953393,2.31109,3.62993,9.34397e-10,2.32e-08,3.62999,1.96698e-08,-1.3332e-05,0.640613,2.89966
ff_-40c_3.63v_0.33u_0.5_36,ff,-40,3.63,0.33u,0.5,36,0.000873786,0.00243479,0.00289966,1.80629,1.79934,1.22519,50.373,3.67385,-0.930464,2.31109,3.62993,7.6599e-10,3.61277e-08,3.62999,2.00709e-08,-1.34905e-05,0.640613,2.89966
ff_-40c_3.63v_1u_0.1_1e9,ff,-40,3.63,1u,0.1,1e9,0.000872758,0.00243391,0.00289874,1.80748,1.80392,4.13914,4.16027,4.1166,-0.000775529,2.31109,3.62993,0.000293664,1.80204,3.63,-2.3222e-09,1.35369e-05,0.640553,2.89874
ff_-40c_3.63v_1u_0.1_36,ff,-40,3.63,1u,0.1,36,0.000873769,0.00243478,0.00289965,1.80664,1.79934,3.85538,50.8071,3.79816,-1.16301,2.31109,3.62993,1.05578e-09,2.69311e-08,3.62999,2.36821e-08,-2.06416e-05,0.64061,2.89965
ff_-40c_3.63v_4.7u_0.001_36,ff,-40,3.63,4.7u,0.001,36,0.000873647,0.00243471,0.00289959,1.80733,1.79934,16.2717,53.2298,3.45833,-1.49615,2.31109,3.62993,5.01084e-10,0.00882122,3.62999,2.52097e-08,-1.83583e-05,0.640589,2.89959
ff_-40c_3.63v_4.7u_0.5_36,ff,-40,3.63,4.7u,0.5,36,0.000873647,0.00243471,0.00289959,1.80674,1.79934,14.3181,53.2261,3.08643,-0.963903,2.31109,3.62993,8.24125e-10,0.00935692,3.63001,4.70338e-09,1.34597e-05,0.640589,2.89959
ff_125c_2.97v_0.33u_0.001_36,ff,125,2.97,0.33u,0.001,36,0.000769756,0.00196636,0.00229546,1.8014,1.79908,1.05678,50.2045,3.19625,-0.132885,1.98709,2.96669,9.31035e-10,6.05929e-06,2.97,5.10019e-08,3.27852e-05,0.835698,2.29546
ff_125c_2.97v_0.33u_0.5_36,ff,125,2.97,0.33u,0.5,36,0.000769756,0.00196636,0.00229546,1.8014,1.79908,1.04703,50.2068,3.17046,-0.134267,1.98709,2.96669,7.23877e-10,6.05731e-06,2.97,3.88734e-08,4.04773e-05,0.835698,2.29546
ff_125c_2.97v_1u_0.1_1e9,ff,125,2.97,1u,0.1,1e9,0.00076409,0.00196485,0.00229371,1.80558,1.80402,4.03903,4.05997,4.03199,-0.000287998,1.98709,2.96669,0.000114194,1.80227,2.97,4.98613e-08,4.10994e-05,0.832806,2.29371
ff_125c_2.97v_1u_0.1_36,ff,125,2.97,1u,0.1,36,0.000769717,0.00196636,0.00229546,1.80208,1.79908,3.53712,50.7219,3.52973,-0.303987,1.98709,2.96669,4.66164e-10,6.06074e-06,2.96999,2.40767e-08,-5.30943e-05,0.835671,2.29546
