corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,135.7,3129.28,26.69,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,135.7,3129.27,26.71,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,135.7,3129.28,26.77,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,135.7,3129.28,26.88,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,135.7,1735.43,15.53,,inf,FAIL,-0.7956,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,135.7,1735.43,15.56,,inf,FAIL,-0.7956,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,135.7,1735.43,15.66,,inf,FAIL,-0.7956,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,135.7,1735.44,15.84,,inf,FAIL,-0.7954,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,135.6,789.762,7.30,,inf,FAIL,-0.8953,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,135.6,789.762,7.37,,inf,FAIL,-0.8953,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,135.6,789.766,7.57,,inf,FAIL,-0.8952,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,135.6,789.788,7.97,,inf,FAIL,-0.8946,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,146.7,222554,80.19,,inf,PASS,1.565,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,146.7,222622,81.49,,inf,PASS,1.597,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,146.7,223647,85.40,,inf,PASS,2.052,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,146.7,229619,93.13,,inf,PASS,3.978,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,146.7,63440.6,90.07,,inf,PASS,-0.6379,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,146.7,63455.6,91.19,,inf,PASS,-0.6359,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,146.7,63683.9,94.62,,inf,PASS,-0.6053,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,146.7,65000.3,101.57,,inf,PASS,0.8671,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,1.79945,146.7,12419.5,66.31,,inf,PASS,-0.6065,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,1.79945,146.7,12421.2,67.34,,inf,PASS,-0.6049,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,1.79945,146.7,12447.5,70.56,,inf,PASS,-0.5804,PASS
