corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,132.7,3258.75,25.73,5.09021e+06,53.64,FAIL,-0.7896,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,132.7,3258.95,25.76,5.06936e+06,53.63,FAIL,-0.7886,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,132.7,3258.75,25.80,5.0713e+06,53.62,FAIL,-0.7896,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,132.7,3258.95,25.93,5.02628e+06,53.60,FAIL,-0.7885,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,132.7,1806.05,15.03,5.0921e+06,53.62,FAIL,-0.8975,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,132.7,1806.08,15.07,5.07132e+06,53.62,FAIL,-0.8971,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,132.7,1806.05,15.16,5.07328e+06,53.61,FAIL,-0.8975,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,132.7,1806.1,15.37,5.0284e+06,53.59,FAIL,-0.897,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,132.5,821.558,7.13,5.09284e+06,53.62,FAIL,-0.9073,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,132.5,821.562,7.20,5.07208e+06,53.62,FAIL,-0.9072,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,132.5,821.563,7.41,5.07404e+06,53.61,FAIL,-0.9072,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,132.5,821.591,7.83,5.02922e+06,53.59,FAIL,-0.9065,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,143.8,123867,55.36,568073,21.28,PASS,-0.5423,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,143.8,123876,56.08,625668,22.88,PASS,-0.5415,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,143.8,124001,58.26,1.002e+06,30.33,PASS,-0.5297,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,143.8,124711,62.51,2.20813e+06,37.71,PASS,-0.5252,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,143.8,41768.7,72.97,578634,31.21,PASS,-0.4006,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,143.8,41772.5,73.71,887075,38.12,PASS,-0.3998,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,143.8,41830.6,75.97,2.72961e+06,46.87,PASS,-0.4335,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,143.8,42161.6,80.51,2.77737e+06,40.90,PASS,-0.4095,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,1.79945,143.8,10575.7,47.45,682078,47.34,PASS,-0.6627,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,1.79945,143.8,10576.5,48.33,3.87917e+06,53.73,PASS,-0.6615,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,1.79945,143.8,10589.9,51.05,3.20041e+06,48.28,PASS,-0.6439,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,1.79945,143.8,10665.8,56.63,2.95595e+06,41.67,PASS,-0.6159,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,1.79945,144,327073,49.19,888700,12.36,PASS,-0.5422,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,1.79945,144,327229,51.08,967871,13.64,PASS,-0.5367,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.2,1.79945,144,329639,56.67,1.34384e+06,18.09,PASS,-0.5135,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.5,1.79945,144,343973,67.07,2.10358e+06,20.74,PASS,-0.5096,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.001,1.79945,144,116001,68.12,895547,22.10,PASS,-0.4645,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.05,1.79945,144,116076,70.17,1.21194e+06,26.43,PASS,-0.4582,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.2,1.79945,144,117237,76.41,2.26095e+06,29.85,PASS,-0.4623,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.5,1.79945,144,124455,89.04,2.57965e+06,24.44,PASS,-0.3929,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,1.79945,144,28849,48.49,939150,36.24,PASS,-0.6183,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,1.79945,144,28867.4,50.90,2.5216e+06,42.57,PASS,-0.6098,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,1.79945,144,29151.2,58.52,2.71647e+06,32.96,PASS,-0.6145,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,1.79945,144,30894.9,74.94,2.74972e+06,25.51,PASS,-0.5247,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,1.79945,142.3,602798,27.08,964915,6.20,FAIL,-0.6138,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,1.79945,142.3,603642,30.52,1.05542e+06,7.50,FAIL,-0.5954,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,1.79945,142.3,616844,40.22,1.47649e+06,11.85,FAIL,-0.5907,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,1.79945,142.3,700715,55.24,2.24354e+06,13.75,PASS,-0.4878,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.001,1.79945,142.3,238327,54.95,969486,15.89,PASS,-0.5053,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.05,1.79945,142.3,238915,59.12,1.32123e+06,20.16,PASS,-0.4791,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.2,1.79945,142.3,248481,71.61,2.3785e+06,22.73,PASS,-0.4515,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.5,1.79945,142.3,329594,94.72,2.70855e+06,17.20,PASS,-0.2725,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.001,1.79945,142.3,63453.3,48.85,998436,29.74,PASS,-0.5971,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.05,1.79945,142.3,63658.6,54.17,2.51877e+06,35.43,PASS,-0.6211,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.2,1.79945,142.3,67020.3,71.36,2.82371e+06,25.75,PASS,-0.4952,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.5,1.79945,142.3,101342,111.98,2.87722e+06,18.21,PASS,-0.2068,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.001,1.79945,140.2,736545,14.58,935193,3.32,FAIL,-0.6971,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.05,1.79945,140.2,737914,18.76,1.02141e+06,4.60,FAIL,-0.67,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.2,1.79945,140.2,759582,30.19,1.42104e+06,8.90,FAIL,-0.6383,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.5,1.79945,140.2,895732,45.47,2.17029e+06,10.95,PASS,-0.5504,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.001,1.79945,140.2,312271,48.25,938627,12.99,PASS,-0.5305,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.05,1.79945,140.2,313542,53.67,1.27137e+06,17.18,PASS,-0.4856,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.2,1.79945,140.2,334896,69.28,2.30146e+06,19.95,PASS,-0.4568,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.5,1.79945,140.2,546176,89.25,2.63119e+06,14.46,PASS,-0.2658,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.001,1.79945,140.2,82283.6,50.82,962900,26.79,PASS,-0.5645,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.05,1.79945,140.2,82749.6,57.73,2.4229e+06,32.67,PASS,-0.558,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.2,1.79945,140.2,90898.5,80.29,2.74247e+06,23.03,PASS,-0.4328,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.5,1.79945,140.2,316013,125.67,2.79798e+06,15.49,PASS,-0.09041,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.001,1.79945,137.8,845297,5.57,922310,1.25,FAIL,-0.7545,PASS
