corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,132.7,3258.96,25.74,449130,58.45,FAIL,-0.7885,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,132.7,3258.77,25.75,488914,59.89,FAIL,-0.7895,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,132.7,3258.96,25.82,734753,66.59,FAIL,-0.7885,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,132.7,3258.97,25.94,7.42281e+06,78.95,FAIL,-0.7884,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,132.7,1806.08,15.04,445088,67.95,FAIL,-0.8971,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,132.7,1806.04,15.06,612615,73.37,FAIL,-0.8975,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,132.7,1806.08,15.17,7.68164e+06,78.75,FAIL,-0.8971,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,132.7,1806.1,15.37,7.40419e+06,78.88,FAIL,-0.897,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,132.5,821.559,7.13,423877,80.65,FAIL,-0.9073,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,132.5,821.556,7.20,7.81405e+06,78.65,FAIL,-0.9074,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,132.5,821.564,7.41,7.67461e+06,78.73,FAIL,-0.9072,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,132.5,821.589,7.83,7.39703e+06,78.86,FAIL,-0.9066,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,143.8,123792,55.45,570253,21.34,PASS,-0.5488,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,143.8,123800,56.17,627494,22.93,PASS,-0.548,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,143.8,123925,58.35,980727,30.02,PASS,-0.5362,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,143.8,124633,62.59,2.08885e+06,37.53,PASS,-0.5318,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,143.8,41754.9,72.97,572259,31.03,PASS,-0.4035,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,143.8,41758.7,73.71,821568,36.92,PASS,-0.4027,PASS
