corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,132.7,3246.55,24.37,450441,58.59,FAIL,-0.8573,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,132.7,3246.55,24.39,489494,59.98,FAIL,-0.8573,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,132.7,3246.55,24.44,716240,66.21,FAIL,-0.8573,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,132.7,3246.56,24.56,8.5864e+06,81.91,FAIL,-0.8573,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,132.7,1806.4,14.22,446344,68.08,FAIL,-0.8978,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,132.7,1806.4,14.25,604670,73.16,FAIL,-0.8978,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,132.7,1806.4,14.35,8.96855e+06,81.51,FAIL,-0.8977,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,132.7,1806.41,14.54,8.54634e+06,81.84,FAIL,-0.8976,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,132.6,822.983,6.75,425129,80.73,FAIL,-0.8782,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,132.6,822.984,6.82,9.13411e+06,81.34,FAIL,-0.8782,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,132.6,822.988,7.03,8.95461e+06,81.49,FAIL,-0.8781,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,132.6,823.014,7.44,8.53086e+06,81.81,FAIL,-0.8775,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,143.7,127725,52.53,549146,20.82,PASS,-0.5438,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,143.7,127733,53.27,604084,22.41,PASS,-0.543,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,143.7,127865,55.52,951600,29.75,PASS,-0.5951,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,143.7,128612,59.89,2.18836e+06,38.70,PASS,-0.5887,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,143.7,44451.8,72.46,551064,30.51,PASS,-0.4107,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,143.7,44456.3,73.24,792158,36.49,PASS,-0.4098,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,143.7,44526.2,75.64,2.37419e+06,48.04,PASS,-0.3959,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,143.7,44925.1,80.45,2.79945e+06,42.79,PASS,-0.409,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,1.79945,143.7,10912.2,49.25,562140,44.28,PASS,-0.6153,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,1.79945,143.7,10913.2,50.16,2.57102e+06,61.37,PASS,-0.614,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,1.79945,143.7,10928.3,52.97,2.94363e+06,51.54,PASS,-0.5954,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,1.79945,143.7,11013.9,58.74,3.00135e+06,43.89,PASS,-0.6272,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,1.79945,144,364894,41.03,834317,11.06,FAIL,-0.6008,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,1.79945,144,365091,43.13,911330,12.43,FAIL,-0.594,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.2,1.79945,144,368114,49.32,1.30029e+06,17.53,PASS,-0.5574,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.5,1.79945,144,386038,60.55,2.1744e+06,21.33,PASS,-0.5604,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.001,1.79945,144,137889,65.86,837098,20.74,PASS,-0.4746,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.05,1.79945,144,138012,68.28,1.14398e+06,25.42,PASS,-0.4657,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.2,1.79945,144,139932,75.59,2.31819e+06,30.49,PASS,-0.4332,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.5,1.79945,144,152273,90.01,2.70063e+06,25.28,PASS,-0.3823,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,1.79945,144,31873.5,54.13,853347,34.48,PASS,-0.5456,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,1.79945,144,31900.7,56.80,2.42428e+06,43.35,PASS,-0.5352,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,1.79945,144,32322,65.27,2.81594e+06,33.94,PASS,-0.5606,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,1.79945,144,35034.8,83.94,2.8871e+06,26.41,PASS,-0.4555,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,1.79945,142.8,696570,21.75,989361,4.74,FAIL,-0.631,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,1.79945,142.8,697832,25.70,1.08102e+06,6.04,FAIL,-0.6064,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,1.79945,142.8,717508,36.51,1.50688e+06,10.45,FAIL,-0.593,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,1.79945,142.8,842843,51.54,2.33536e+06,12.91,PASS,-0.4962,PASS
