corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,132.7,3239.17,24.31,486157,59.95,FAIL,-0.803,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,132.7,3239.17,24.33,536273,61.61,FAIL,-0.803,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,132.7,3239.17,24.39,890254,69.96,FAIL,-0.803,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,132.7,3239.18,24.50,9.49284e+06,79.64,FAIL,-0.8029,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,132.7,1802.62,14.19,481152,69.42,FAIL,-0.8364,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,132.7,1802.62,14.22,704192,75.89,FAIL,-0.8364,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,132.7,1802.62,14.31,9.7944e+06,79.41,FAIL,-0.8364,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,132.7,1802.64,14.51,9.47033e+06,79.59,FAIL,-0.8363,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,132.5,821.32,6.73,455251,81.99,FAIL,-0.9131,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,132.5,821.32,6.80,9.93181e+06,79.31,FAIL,-0.9131,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,132.5,821.325,7.01,9.786e+06,79.39,FAIL,-0.913,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,132.5,821.35,7.43,9.46162e+06,79.57,FAIL,-0.9124,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,143.8,118057,57.32,613589,23.01,PASS,-0.5515,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,143.8,118064,58.01,685711,24.87,PASS,-0.5508,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,143.8,118175,60.09,1.21703e+06,34.01,PASS,-0.5401,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,143.8,118802,64.15,2.63302e+06,40.87,PASS,-0.5402,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,143.8,39296.2,72.33,616064,32.71,PASS,-0.4324,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,143.8,39299.3,73.02,959664,39.98,PASS,-0.4317,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,143.8,39347,75.15,2.82162e+06,49.96,PASS,-0.4207,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,143.8,39619.2,79.44,3.21888e+06,44.11,PASS,-0.4053,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,1.79945,143.8,10353.6,45.15,630418,46.54,PASS,-0.6596,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,1.79945,143.8,10354.4,46.01,3.09324e+06,63.41,PASS,-0.6585,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,1.79945,143.8,10366.6,48.68,3.37501e+06,52.78,PASS,-0.6417,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,1.79945,143.8,10435.7,54.13,3.41568e+06,45.02,PASS,-0.6202,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,1.79945,144,307088,51.08,959334,14.45,PASS,-0.5437,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,1.79945,144,307214,52.85,1.06469e+06,16.06,PASS,-0.539,PASS
