corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,135.7,3129.28,26.69,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,135.7,3129.27,26.71,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,135.7,3129.28,26.77,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,135.7,3129.28,26.88,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,135.7,1735.43,15.53,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,135.7,1735.43,15.56,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,135.7,1735.43,15.66,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,135.7,1735.44,15.84,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,135.6,789.762,7.30,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,135.6,789.762,7.37,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,135.6,789.766,7.57,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,135.6,789.788,7.97,,inf,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,146.7,222554,80.19,787721,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,146.7,222622,81.49,787031,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,146.7,223647,85.40,777444,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,146.7,229619,93.13,736321,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,146.7,63440.6,90.07,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,146.7,63455.6,91.19,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,146.7,63683.9,94.62,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,146.7,65000.3,101.57,811884,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,1.79945,146.7,12419.5,66.31,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,1.79945,146.7,12421.2,67.34,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,1.79945,146.7,12447.5,70.56,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,1.79945,146.7,12596.8,77.22,825068,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,1.79945,146.9,1.14475e+06,193.29,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,1.79945,146.9,1.14606e+06,199.95,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.2,1.79945,146.9,1.16652e+06,219.09,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.5,1.79945,146.9,1.25332e+06,245.61,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.001,1.79945,146.9,967007,182.83,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.05,1.79945,146.9,972838,200.27,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.2,1.79945,146.9,1.03655e+06,242.15,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.5,1.79945,146.9,1.19704e+06,268.44,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,1.79945,146.9,107716,88.07,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,1.79945,146.9,109265,96.94,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,1.79945,146.9,147616,126.19,533518,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,1.79945,146.9,1.18865e+06,280.02,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,1.79945,145.1,1.50358e+06,189.22,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,1.79945,145.1,1.50723e+06,197.86,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,1.79945,145.1,1.56127e+06,221.02,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,1.79945,145.1,1.7668e+06,246.11,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.001,1.79945,145.1,1.20042e+06,192.44,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.05,1.79945,145.1,1.21619e+06,212.88,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.2,1.79945,145.1,1.37614e+06,250.64,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.5,1.79945,145.1,1.70997e+06,265.01,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.001,1.79945,145.1,937976,177.67,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.05,1.79945,145.1,1.02064e+06,243.49,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.2,1.79945,145.1,1.32888e+06,273.90,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.5,1.79945,145.1,1.70211e+06,273.36,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.001,1.79945,143,1.6324e+06,186.83,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.05,1.79945,143,1.63721e+06,196.18,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.2,1.79945,143,1.70667e+06,220.69,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.5,1.79945,143,1.9589e+06,245.19,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.001,1.79945,143,1.29083e+06,191.50,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.05,1.79945,143,1.31074e+06,213.26,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.2,1.79945,143,1.51256e+06,250.53,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.5,1.79945,143,1.90447e+06,262.60,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.001,1.79945,143,985812,184.77,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.05,1.79945,143,1.09004e+06,247.92,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.2,1.79945,143,1.46596e+06,272.28,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,25,4.7,0.5,1.79945,143,1.89738e+06,270.10,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.001,1.79945,140.5,1.72282e+06,185.11,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.05,1.79945,140.5,1.72841e+06,194.97,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.2,1.79945,140.5,1.80985e+06,220.38,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,0.33,0.5,1.79945,140.5,2.09542e+06,244.42,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.001,1.79945,140.5,1.3554e+06,190.45,,inf,PASS
ff_-40c_2.97v,ff,-40,2.97,50,1,0.05,1.79945,140.5,1.37897e+06,213.12,,inf,PASS
