corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,132.7,3330.79,27.14,3.49284e+06,44.39,FAIL,-1.342,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,132.7,3330.79,27.16,3.48682e+06,44.37,FAIL,-1.342,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,132.7,3330.79,27.22,3.46836e+06,44.30,FAIL,-1.342,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,132.7,3330.8,27.34,3.43332e+06,44.18,FAIL,-1.342,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,132.7,1844.64,15.83,3.50229e+06,44.35,FAIL,-1.316,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,132.7,1844.64,15.86,3.49637e+06,44.33,FAIL,-1.316,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,132.7,1844.64,15.96,3.47819e+06,44.27,FAIL,-1.316,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,132.7,1844.66,16.16,3.44318e+06,44.14,FAIL,-1.316,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,132.5,838.794,7.50,3.50588e+06,44.34,FAIL,-1.444,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,132.5,838.794,7.57,3.49999e+06,44.32,FAIL,-1.444,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,132.5,838.799,7.78,3.48193e+06,44.26,FAIL,-1.444,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,132.5,838.826,8.21,3.44692e+06,44.13,FAIL,-1.444,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,143.8,217999,65.27,899214,16.39,PASS,-0.4632,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,143.8,218050,66.53,978902,17.62,PASS,-0.4607,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,143.8,218826,70.32,1.34276e+06,21.57,PASS,-0.854,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,143.8,223424,77.60,1.94845e+06,22.66,PASS,-0.636,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,143.8,69227.9,84.52,927877,26.50,PASS,-0.703,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,143.8,69246.7,85.74,1.30773e+06,31.06,PASS,-0.7006,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,143.8,69532.6,89.46,2.1536e+06,31.39,PASS,-0.6638,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,143.8,71185.9,96.91,2.32643e+06,25.73,PASS,-0.4633,PASS
