corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.001,1.79945,135.7,3129.27,26.69,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.05,1.79945,135.7,3129.27,26.71,,inf,FAIL,-0.8884,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.2,1.79945,135.7,3129.27,26.77,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,0.33,0.5,1.79945,135.7,3129.28,26.88,,inf,FAIL,-0.8883,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.001,1.79945,135.7,1735.42,15.53,,inf,FAIL,-0.7956,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.05,1.79945,135.7,1735.42,15.56,,inf,FAIL,-0.7956,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.2,1.79945,135.7,1735.42,15.66,,inf,FAIL,-0.7956,PASS
ff_-40c_2.97v,ff,-40,2.97,0,1,0.5,1.79945,135.7,1735.44,15.84,,inf,FAIL,-0.7955,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.001,1.79945,135.6,789.761,7.30,,inf,FAIL,-0.8953,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.05,1.79945,135.6,789.761,7.37,,inf,FAIL,-0.8953,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.2,1.79945,135.6,789.765,7.57,,inf,FAIL,-0.8952,PASS
ff_-40c_2.97v,ff,-40,2.97,0,4.7,0.5,1.79945,135.6,789.787,7.97,,inf,FAIL,-0.8947,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.001,1.79945,146.7,223943,80.02,,inf,PASS,3.608,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.05,1.79945,146.7,224014,81.32,,inf,PASS,3.656,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.2,1.79945,146.7,225073,85.26,,inf,PASS,4.154,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,0.33,0.5,1.79945,146.7,231325,93.03,,inf,PASS,6.116,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.001,1.79945,146.7,63477.3,90.05,,inf,PASS,-0.633,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.05,1.79945,146.7,63492.4,91.17,,inf,PASS,-0.631,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.2,1.79945,146.7,63721.3,94.60,,inf,PASS,-0.6004,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,1,0.5,1.79945,146.7,65041.1,101.56,,inf,PASS,3.104,FAIL
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.001,1.79945,146.7,12419.8,66.31,,inf,PASS,-0.6063,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.05,1.79945,146.7,12421.5,67.34,,inf,PASS,-0.6047,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.2,1.79945,146.7,12447.7,70.55,,inf,PASS,-0.5801,PASS
ff_-40c_2.97v,ff,-40,2.97,0.1,4.7,0.5,1.79945,146.7,12597.1,77.21,,inf,PASS,2.567,FAIL
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.001,1.79945,146.9,1.12864e+06,197.53,,inf,PASS,-3.035,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.05,1.79945,146.9,1.13011e+06,204.08,,inf,PASS,-2.96,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.2,1.79945,146.9,1.14932e+06,222.89,,inf,PASS,-4.029,PASS
ff_-40c_2.97v,ff,-40,2.97,1,0.33,0.5,1.79945,146.9,1.23557e+06,248.64,,inf,PASS,-2.488,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.001,1.79945,146.9,952972,190.76,,inf,PASS,-3.097,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.05,1.79945,146.9,958881,207.83,,inf,PASS,-5.269,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.2,1.79945,146.9,1.02126e+06,247.28,,inf,PASS,-3.501,PASS
ff_-40c_2.97v,ff,-40,2.97,1,1,0.5,1.79945,146.9,1.17898e+06,271.85,,inf,PASS,-2.462,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.001,1.79945,146.9,107870,88.02,,inf,PASS,-0.4827,PASS
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.05,1.79945,146.9,109430,96.91,,inf,PASS,0.4029,FAIL
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.2,1.79945,146.9,148394,126.23,,inf,PASS,10.18,FAIL
ff_-40c_2.97v,ff,-40,2.97,1,4.7,0.5,1.79945,146.9,1.17022e+06,283.61,,inf,PASS,-2.712,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.001,1.79945,145.1,1.48625e+06,191.72,,inf,PASS,-2.561,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.05,1.79945,145.1,1.49008e+06,200.26,,inf,PASS,-2.442,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.2,1.79945,145.1,1.54312e+06,223.11,,inf,PASS,-2.664,PASS
ff_-40c_2.97v,ff,-40,2.97,10,0.33,0.5,1.79945,145.1,1.74546e+06,247.87,,inf,PASS,-2.749,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.001,1.79945,145.1,1.18481e+06,196.05,,inf,PASS,-2.737,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.05,1.79945,145.1,1.1998e+06,216.20,,inf,PASS,-2.087,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.2,1.79945,145.1,1.35804e+06,253.09,,inf,PASS,-2.158,PASS
ff_-40c_2.97v,ff,-40,2.97,10,1,0.5,1.79945,145.1,1.68849e+06,266.96,,inf,PASS,-2.248,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.001,1.79945,145.1,926807,186.04,,inf,PASS,-4.806,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.05,1.79945,145.1,1.00587e+06,248.67,,inf,PASS,-4.081,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.2,1.79945,145.1,1.3099e+06,276.66,,inf,PASS,-1.749,PASS
ff_-40c_2.97v,ff,-40,2.97,10,4.7,0.5,1.79945,145.1,1.68044e+06,275.41,,inf,PASS,-2.369,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.001,1.79945,143,1.61458e+06,189.05,,inf,PASS,-2.859,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.05,1.79945,143,1.61956e+06,198.29,,inf,PASS,-2.72,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.2,1.79945,143,1.68794e+06,222.50,,inf,PASS,-2.665,PASS
ff_-40c_2.97v,ff,-40,2.97,25,0.33,0.5,1.79945,143,1.93693e+06,246.72,,inf,PASS,-2.327,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.001,1.79945,143,1.27449e+06,194.63,,inf,PASS,-3.377,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.05,1.79945,143,1.2948e+06,216.03,,inf,PASS,-2.613,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.2,1.79945,143,1.49389e+06,252.62,,inf,PASS,-1.938,PASS
ff_-40c_2.97v,ff,-40,2.97,25,1,0.5,1.79945,143,1.88253e+06,264.30,,inf,PASS,-1.714,PASS
